Q1..Health.Quality age DEMOGRAPHICS...GENDER Q4..Number.of.People.in.HH Q5..Children.in.HH Q6..Non.HH.Face.to.Face.Count Q7..Six.Feet.Away...If.Q6...0. Q18..College.Degree Q19.20..Race...Ethnicity trump_approve_score age_race_ethnicity_asian age_race_ethnicity_black age_race_ethnicity_hispanic age_race_ethnicity_other age_race_ethnicity_white Social.Distancing.Adherence
2 84 Female 1 0 6 3 TRUE White 1 0 0 0 0 84 FALSE
2 64 Male 2 0 8 8 FALSE White 5 0 0 0 0 64 TRUE
1 64 Female 1 0 0 0 FALSE Black 1 0 64 0 0 0 TRUE
3 63 Female 3 0 2 2 TRUE White 1 0 0 0 0 63 TRUE
2 89 Male 1 1 0 9 FALSE White 5 0 0 0 0 89 TRUE
3 76 Male 2 0 2 2 FALSE White 5 0 0 0 0 76 TRUE
2 74 Female 1 0 0 0 TRUE White 1 0 0 0 0 74 TRUE
2 80 Female 1 0 1 1 TRUE White 5 0 0 0 0 80 TRUE
2 66 Female 3 0 4 4 FALSE Black 1 0 66 0 0 0 TRUE
0 75 Female 2 0 0 0 FALSE White 1 0 0 0 0 75 TRUE
2 56 Female 1 0 9 9 TRUE Black 1 0 56 0 0 0 TRUE
2 47 Female 3 0 0 0 FALSE White 2 0 0 0 0 47 TRUE
2 60 Female 2 0 5 5 FALSE White 5 0 0 0 0 60 TRUE
0 21 Male 1 1 9 1 TRUE White 4 0 0 0 0 21 FALSE
0 60 Female 2 0 2 2 FALSE White 4 0 0 0 0 60 TRUE
1 72 Female 2 0 0 0 FALSE Black 1 0 72 0 0 0 TRUE
3 56 Male 9 3 1 9 FALSE White 5 0 0 0 0 56 TRUE
3 65 Female 9 2 2 9 TRUE White 5 0 0 0 0 65 TRUE
3 45 Female 2 0 1 1 TRUE White 4 0 0 0 0 45 TRUE
2 73 Female 2 0 0 0 FALSE White 2 0 0 0 0 73 TRUE
2 72 Female 1 0 2 1 FALSE White 5 0 0 0 0 72 FALSE
2 80 Female 2 0 0 9 FALSE White 1 0 0 0 0 80 TRUE
0 99 Female 8 3 6 1 TRUE Hispanic.Latino 2 0 0 99 0 0 FALSE
3 71 Female 2 0 9 8 TRUE White 5 0 0 0 0 71 FALSE
3 35 Male 4 0 1 1 FALSE Black 2 0 35 0 0 0 TRUE
1 66 Female 4 0 1 1 FALSE White 1 0 0 0 0 66 TRUE
2 51 Male 4 2 1 1 TRUE White 1 0 0 0 0 51 TRUE
2 59 Female 1 0 0 0 TRUE Black 1 0 59 0 0 0 TRUE
2 66 Female 2 0 0 9 FALSE White 5 0 0 0 0 66 TRUE
2 73 Male 1 0 2 0 FALSE White 1 0 0 0 0 73 FALSE
1 56 Male 2 0 0 0 FALSE White 2 0 0 0 0 56 TRUE
3 44 Female 5 0 3 1 FALSE White 5 0 0 0 0 44 FALSE
3 75 Female 2 0 0 0 FALSE White 5 0 0 0 0 75 TRUE
0 82 Female 2 0 0 0 FALSE White 5 0 0 0 0 82 TRUE
3 79 Female 1 1 0 9 FALSE White 1 0 0 0 0 79 TRUE
0 75 Female 1 0 1 1 FALSE Black 1 0 75 0 0 0 TRUE
3 82 Male 2 0 1 1 FALSE White 3 0 0 0 0 82 TRUE
1 80 Female 1 0 3 2 FALSE White 5 0 0 0 0 80 FALSE
0 52 Female 3 1 1 1 FALSE Black 2 0 52 0 0 0 TRUE
3 79 Male 3 1 0 0 FALSE White 4 0 0 0 0 79 TRUE
2 82 Female 3 0 3 0 FALSE White 3 0 0 0 0 82 FALSE
2 63 Female 2 0 2 2 FALSE White 5 0 0 0 0 63 TRUE
2 77 Female 1 0 1 1 FALSE Black 1 0 77 0 0 0 TRUE
2 84 Male 2 1 0 9 TRUE White 3 0 0 0 0 84 TRUE
1 69 Female 3 1 0 0 FALSE Black 1 0 69 0 0 0 TRUE
3 59 Female 3 0 0 0 TRUE White 5 0 0 0 0 59 TRUE
1 79 Male 5 0 6 0 FALSE Black 3 0 79 0 0 0 FALSE
2 85 Male 4 1 0 9 FALSE White 3 0 0 0 0 85 TRUE
2 67 Female 2 0 0 0 TRUE White 1 0 0 0 0 67 TRUE
1 90 Female 2 3 0 9 FALSE White 1 0 0 0 0 90 TRUE
1 71 Female 1 0 0 9 FALSE White 4 0 0 0 0 71 TRUE
3 80 Female 9 0 2 2 FALSE Black 1 0 80 0 0 0 TRUE
2 75 Male 2 0 0 0 TRUE White 4 0 0 0 0 75 TRUE
3 87 Female 2 0 1 1 FALSE White 5 0 0 0 0 87 TRUE
3 78 Female 2 0 2 1 TRUE White 5 0 0 0 0 78 FALSE
3 45 Female 9 3 4 1 TRUE White 5 0 0 0 0 45 FALSE
2 88 Female 2 0 0 0 FALSE White 5 0 0 0 0 88 TRUE
3 79 Male 2 0 0 0 TRUE White 5 0 0 0 0 79 TRUE
3 83 Female 2 0 0 0 FALSE White 2 0 0 0 0 83 TRUE
3 53 Female 5 1 3 3 TRUE White 1 0 0 0 0 53 TRUE
0 57 Female 2 1 9 1 FALSE Other 5 0 0 0 57 0 FALSE
2 53 Male 3 0 3 0 FALSE White 5 0 0 0 0 53 FALSE
3 73 Female 2 0 3 0 TRUE Black 1 0 73 0 0 0 FALSE
3 80 Female 1 0 5 3 FALSE Black 3 0 80 0 0 0 FALSE
2 68 Male 2 0 2 2 TRUE White 5 0 0 0 0 68 TRUE
2 68 Female 1 0 0 0 TRUE Black 1 0 68 0 0 0 TRUE
3 73 Male 2 0 0 0 FALSE White 5 0 0 0 0 73 TRUE
2 82 Female 1 0 0 0 FALSE White 2 0 0 0 0 82 TRUE
0 77 Female 4 1 1 0 FALSE Black 1 0 77 0 0 0 FALSE
3 91 Male 1 0 6 9 FALSE White 2 0 0 0 0 91 FALSE
3 92 Male 1 0 0 9 TRUE White 1 0 0 0 0 92 TRUE
1 62 Female 2 0 3 3 FALSE White 1 0 0 0 0 62 TRUE
1 52 Female 2 1 0 0 FALSE Black 1 0 52 0 0 0 TRUE
2 74 Male 3 0 9 8 TRUE White 4 0 0 0 0 74 FALSE
3 66 Female 3 0 1 1 TRUE White 5 0 0 0 0 66 TRUE
2 66 Female 2 0 2 2 TRUE White 5 0 0 0 0 66 TRUE
0 64 Female 3 0 3 1 FALSE White 5 0 0 0 0 64 FALSE
3 74 Female 2 0 0 0 TRUE Hispanic.Latino 1 0 0 74 0 0 TRUE
2 69 Female 3 0 1 1 FALSE White 1 0 0 0 0 69 TRUE
3 75 Male 2 0 1 1 TRUE Black 1 0 75 0 0 0 TRUE
2 71 Male 2 0 0 0 TRUE White 1 0 0 0 0 71 TRUE
3 75 Female 2 0 0 9 TRUE White 1 0 0 0 0 75 TRUE
3 78 Male 2 0 0 0 TRUE White 1 0 0 0 0 78 TRUE
3 67 Female 2 0 0 0 FALSE Black 1 0 67 0 0 0 TRUE
3 65 Female 2 0 5 6 FALSE White 5 0 0 0 0 65 FALSE
2 80 Female 2 0 0 0 FALSE White 5 0 0 0 0 80 TRUE
3 60 Female 3 0 9 9 FALSE Black 1 0 60 0 0 0 TRUE
2 78 Female 2 0 1 1 FALSE Black 1 0 78 0 0 0 TRUE
1 76 Female 2 0 2 0 FALSE Black 1 0 76 0 0 0 FALSE
3 75 Male 9 3 2 9 TRUE White 4 0 0 0 0 75 TRUE
2 84 Male 2 0 4 0 TRUE White 5 0 0 0 0 84 FALSE
2 77 Female 4 0 0 0 TRUE Black 1 0 77 0 0 0 TRUE
2 52 Female 3 0 0 9 TRUE White 3 0 0 0 0 52 TRUE
1 59 Female 1 0 9 5 FALSE Black 1 0 59 0 0 0 FALSE
3 61 Male 1 0 3 3 FALSE Other 5 0 0 0 61 0 TRUE
2 74 Female 2 0 4 4 FALSE White 5 0 0 0 0 74 TRUE
1 70 Female 2 0 5 3 FALSE White 2 0 0 0 0 70 FALSE
2 70 Female 2 0 3 3 FALSE White 1 0 0 0 0 70 TRUE
2 86 Male 1 0 0 9 FALSE White 1 0 0 0 0 86 TRUE
3 58 Male 1 0 3 0 TRUE White 4 0 0 0 0 58 FALSE
2 47 Female 3 0 1 1 FALSE White 3 0 0 0 0 47 TRUE
2 57 Male 4 1 9 9 TRUE White 4 0 0 0 0 57 TRUE
2 85 Female 1 0 0 9 FALSE White 5 0 0 0 0 85 TRUE
3 81 Female 2 0 1 0 TRUE White 5 0 0 0 0 81 FALSE
3 84 Female 2 0 0 0 FALSE White 3 0 0 0 0 84 TRUE
0 75 Male 4 0 5 3 FALSE White 5 0 0 0 0 75 FALSE
2 73 Female 1 0 2 2 FALSE White 3 0 0 0 0 73 TRUE
2 59 Female 3 0 2 1 FALSE Black 1 0 59 0 0 0 FALSE
2 70 Male 2 0 0 0 FALSE White 5 0 0 0 0 70 TRUE
2 47 Female 6 3 3 3 TRUE White 3 0 0 0 0 47 TRUE
3 81 Female 2 0 0 0 FALSE Black 1 0 81 0 0 0 TRUE
1 74 Female 2 0 1 1 FALSE Black 1 0 74 0 0 0 TRUE
1 62 Female 2 0 1 0 FALSE White 4 0 0 0 0 62 FALSE
1 84 Male 1 0 9 9 FALSE White 3 0 0 0 0 84 TRUE
3 69 Female 2 3 0 0 FALSE White 5 0 0 0 0 69 TRUE
1 50 Male 5 0 2 1 FALSE White 4 0 0 0 0 50 FALSE
2 85 Female 2 0 9 0 FALSE White 1 0 0 0 0 85 FALSE
2 76 Female 1 0 3 0 FALSE White 5 0 0 0 0 76 FALSE
3 27 Female 1 0 0 0 FALSE White 5 0 0 0 0 27 TRUE
3 75 Female 3 1 3 2 FALSE Other 4 0 0 0 75 0 TRUE
2 78 Female 9 1 2 9 FALSE Black 1 0 78 0 0 0 FALSE
3 20 Female 1 0 5 5 TRUE Other 1 0 0 0 20 0 TRUE
0 93 Female 3 0 0 9 FALSE White 5 0 0 0 0 93 TRUE
1 64 Male 1 0 5 5 FALSE White 4 0 0 0 0 64 TRUE
2 65 Female 2 0 1 1 FALSE Black 1 0 65 0 0 0 TRUE
1 93 Female 2 0 1 1 TRUE White 5 0 0 0 0 93 TRUE
2 81 Female 2 0 9 9 TRUE Black 1 0 81 0 0 0 TRUE
1 70 Female 3 0 2 0 FALSE White 1 0 0 0 0 70 FALSE
1 63 Female 9 3 5 9 TRUE White 3 0 0 0 0 63 TRUE
3 70 Female 2 0 0 0 FALSE Black 1 0 70 0 0 0 TRUE
2 77 Female 9 0 0 9 FALSE White 3 0 0 0 0 77 TRUE
2 52 Female 4 0 0 0 TRUE White 5 0 0 0 0 52 TRUE
2 53 Female 4 0 0 0 FALSE Black 1 0 53 0 0 0 TRUE
2 85 Female 2 1 0 9 TRUE White 5 0 0 0 0 85 TRUE
2 70 Female 1 0 1 1 FALSE Black 1 0 70 0 0 0 TRUE
3 57 Male 2 0 0 0 TRUE White 5 0 0 0 0 57 TRUE
2 45 Male 3 2 2 2 FALSE Black 3 0 45 0 0 0 TRUE
1 72 Male 2 0 3 3 FALSE White 5 0 0 0 0 72 TRUE
2 77 Female 2 0 1 1 FALSE White 2 0 0 0 0 77 TRUE
3 72 Male 2 0 0 0 TRUE White 1 0 0 0 0 72 TRUE
2 88 Female 3 0 0 9 TRUE White 5 0 0 0 0 88 TRUE
2 59 Female 3 0 9 0 TRUE White 3 0 0 0 0 59 FALSE
3 83 Female 2 0 0 0 FALSE Black 1 0 83 0 0 0 TRUE
2 68 Female 2 0 0 0 FALSE White 5 0 0 0 0 68 TRUE
2 65 Female 3 0 9 9 FALSE White 2 0 0 0 0 65 TRUE
1 50 Female 2 0 4 2 TRUE Black 1 0 50 0 0 0 FALSE
2 73 Female 1 0 6 6 FALSE White 4 0 0 0 0 73 TRUE
3 60 Male 2 0 6 1 FALSE White 5 0 0 0 0 60 FALSE
3 62 Female 9 2 1 9 FALSE White 5 0 0 0 0 62 TRUE
0 37 Male 4 2 4 2 TRUE White 4 0 0 0 0 37 FALSE
2 50 Female 2 0 1 1 TRUE White 5 0 0 0 0 50 TRUE
2 56 Female 3 0 0 0 TRUE White 5 0 0 0 0 56 TRUE
2 39 Male 5 3 3 2 TRUE White 3 0 0 0 0 39 FALSE
3 48 Male 3 0 5 3 FALSE White 5 0 0 0 0 48 FALSE
2 67 Female 3 2 1 1 FALSE White 5 0 0 0 0 67 TRUE
3 63 Female 2 0 0 0 FALSE Black 1 0 63 0 0 0 TRUE
2 81 Female 2 0 2 2 TRUE White 5 0 0 0 0 81 TRUE
2 70 Female 1 0 0 0 FALSE Black 1 0 70 0 0 0 TRUE
1 65 Female 2 0 0 0 FALSE White 2 0 0 0 0 65 TRUE
3 71 Female 1 0 2 2 TRUE Black 1 0 71 0 0 0 TRUE
1 71 Female 2 0 2 1 FALSE White 4 0 0 0 0 71 FALSE
3 84 Female 1 0 0 0 TRUE White 4 0 0 0 0 84 TRUE
2 62 Female 2 0 1 1 FALSE White 3 0 0 0 0 62 TRUE
1 66 Female 2 0 3 0 FALSE Black 1 0 66 0 0 0 FALSE
3 78 Male 2 0 4 0 TRUE White 1 0 0 0 0 78 FALSE
2 74 Female 1 0 0 0 TRUE White 5 0 0 0 0 74 TRUE
1 64 Female 2 0 1 1 TRUE Asian 1 64 0 0 0 0 TRUE
0 61 Male 2 0 0 0 TRUE Asian 5 61 0 0 0 0 TRUE
3 73 Female 1 0 5 0 FALSE White 4 0 0 0 0 73 FALSE
2 67 Female 2 0 2 2 FALSE Black 1 0 67 0 0 0 TRUE
1 82 Female 1 0 2 2 FALSE White 4 0 0 0 0 82 TRUE
2 73 Female 9 0 0 9 TRUE White 1 0 0 0 0 73 TRUE
2 68 Female 2 0 5 3 TRUE Black 1 0 68 0 0 0 FALSE
3 85 Male 4 0 0 0 TRUE Hispanic.Latino 5 0 0 85 0 0 TRUE
2 99 Female 8 3 9 9 FALSE White 3 0 0 0 0 99 TRUE
2 65 Female 2 0 0 9 FALSE White 5 0 0 0 0 65 TRUE
1 62 Male 4 0 4 4 FALSE White 5 0 0 0 0 62 TRUE
2 75 Male 6 3 1 1 FALSE Black 1 0 75 0 0 0 TRUE
2 57 Female 2 0 3 0 TRUE Other 2 0 0 0 57 0 TRUE
2 72 Female 1 0 0 0 FALSE White 2 0 0 0 0 72 TRUE
2 72 Female 2 0 1 0 TRUE White 5 0 0 0 0 72 FALSE
2 87 Female 1 0 1 1 FALSE White 3 0 0 0 0 87 TRUE
2 74 Female 1 0 0 0 FALSE White 2 0 0 0 0 74 TRUE
2 70 Male 4 1 0 0 TRUE Black 1 0 70 0 0 0 TRUE
1 80 Male 3 0 1 1 FALSE White 5 0 0 0 0 80 TRUE
2 51 Male 2 0 9 9 FALSE White 5 0 0 0 0 51 TRUE
1 63 Male 1 0 0 0 TRUE White 1 0 0 0 0 63 TRUE
3 85 Female 1 0 2 0 TRUE White 3 0 0 0 0 85 FALSE
2 54 Female 3 1 3 1 TRUE White 1 0 0 0 0 54 FALSE
2 59 Male 1 0 3 0 TRUE White 5 0 0 0 0 59 FALSE
2 72 Male 2 0 0 0 TRUE White 1 0 0 0 0 72 TRUE
2 91 Female 9 1 0 9 FALSE White 2 0 0 0 0 91 TRUE
2 66 Female 3 0 1 1 FALSE Black 1 0 66 0 0 0 TRUE
3 85 Female 2 0 1 0 TRUE White 1 0 0 0 0 85 FALSE
1 59 Female 2 0 3 3 FALSE White 5 0 0 0 0 59 TRUE
2 82 Female 2 0 2 2 FALSE Black 1 0 82 0 0 0 TRUE
3 63 Female 3 0 3 3 FALSE White 3 0 0 0 0 63 TRUE
1 69 Male 2 0 0 0 TRUE White 4 0 0 0 0 69 TRUE
2 52 Male 4 1 2 9 TRUE White 5 0 0 0 0 52 TRUE
3 62 Male 2 0 0 0 FALSE Black 1 0 62 0 0 0 TRUE
1 59 Male 4 2 0 0 TRUE White 4 0 0 0 0 59 TRUE
1 58 Male 4 0 0 0 FALSE White 3 0 0 0 0 58 TRUE
2 75 Female 2 0 3 3 FALSE Black 1 0 75 0 0 0 TRUE
2 67 Female 4 0 2 0 FALSE White 5 0 0 0 0 67 FALSE
2 78 Female 2 0 9 9 FALSE White 1 0 0 0 0 78 TRUE
3 59 Female 2 0 9 4 FALSE Black 1 0 59 0 0 0 FALSE
1 79 Female 2 1 3 2 FALSE Black 1 0 79 0 0 0 FALSE
2 30 Male 4 2 9 5 TRUE White 3 0 0 0 0 30 FALSE
2 33 Female 4 2 0 0 TRUE White 3 0 0 0 0 33 TRUE
3 47 Male 4 0 2 9 FALSE White 5 0 0 0 0 47 TRUE
3 77 Male 2 0 0 0 FALSE White 3 0 0 0 0 77 TRUE
2 67 Male 2 0 0 0 FALSE Black 1 0 67 0 0 0 TRUE
2 78 Male 1 0 0 0 FALSE White 3 0 0 0 0 78 TRUE
1 65 Male 1 0 0 0 FALSE White 1 0 0 0 0 65 TRUE
3 36 Male 9 0 1 9 FALSE White 5 0 0 0 0 36 TRUE
3 46 Male 4 2 1 9 TRUE White 5 0 0 0 0 46 TRUE
3 36 Female 4 3 0 0 TRUE Black 1 0 36 0 0 0 TRUE
2 75 Female 1 0 3 6 TRUE White 5 0 0 0 0 75 FALSE
3 35 Female 7 3 0 0 FALSE Black 1 0 35 0 0 0 TRUE
2 36 Female 1 0 1 1 TRUE Asian 1 36 0 0 0 0 TRUE
2 39 Male 9 3 9 0 FALSE White 2 0 0 0 0 39 FALSE
1 37 Female 4 3 9 0 FALSE White 3 0 0 0 0 37 FALSE
2 31 Female 2 0 0 0 TRUE White 3 0 0 0 0 31 TRUE
1 63 Male 1 0 1 1 FALSE Black 5 0 63 0 0 0 TRUE
1 25 Female 2 2 0 0 TRUE Black 1 0 25 0 0 0 TRUE
1 43 Female 5 3 0 0 FALSE Black 1 0 43 0 0 0 TRUE
2 57 Male 1 1 9 9 FALSE White 2 0 0 0 0 57 TRUE
1 59 Female 2 0 0 0 FALSE Black 1 0 59 0 0 0 TRUE
1 59 Male 4 1 0 0 FALSE White 5 0 0 0 0 59 TRUE
3 32 Female 4 2 2 1 FALSE White 4 0 0 0 0 32 FALSE
3 28 Male 5 3 0 0 FALSE White 2 0 0 0 0 28 TRUE
3 56 Male 3 0 5 5 TRUE White 1 0 0 0 0 56 TRUE
1 36 Male 4 2 0 0 FALSE White 4 0 0 0 0 36 TRUE
2 32 Female 5 0 0 0 TRUE Black 5 0 32 0 0 0 TRUE
3 50 Female 4 2 0 0 FALSE White 3 0 0 0 0 50 TRUE
0 38 Female 7 2 2 2 TRUE White 1 0 0 0 0 38 TRUE
3 27 Female 6 2 3 3 FALSE White 1 0 0 0 0 27 TRUE
3 33 Female 3 2 0 0 TRUE Black 1 0 33 0 0 0 TRUE
3 39 Female 4 2 2 2 TRUE White 3 0 0 0 0 39 TRUE
0 47 Female 4 1 2 2 FALSE White 3 0 0 0 0 47 TRUE
2 66 Female 3 1 0 0 TRUE Other 1 0 0 0 66 0 TRUE
2 46 Male 1 0 0 0 FALSE Black 1 0 46 0 0 0 TRUE
2 42 Male 3 0 0 0 TRUE Black 1 0 42 0 0 0 TRUE
1 84 Female 2 0 1 1 FALSE White 3 0 0 0 0 84 TRUE
3 26 Male 2 0 0 0 TRUE White 1 0 0 0 0 26 TRUE
2 35 Male 4 2 4 4 FALSE White 5 0 0 0 0 35 TRUE
3 59 Male 3 0 0 0 FALSE White 5 0 0 0 0 59 TRUE
3 27 Male 2 0 6 6 FALSE White 4 0 0 0 0 27 TRUE
2 42 Female 1 0 9 3 TRUE White 5 0 0 0 0 42 FALSE
2 53 Female 1 0 2 2 TRUE White 3 0 0 0 0 53 TRUE
2 25 Male 3 0 0 0 TRUE White 2 0 0 0 0 25 TRUE
2 65 Male 2 0 5 3 FALSE White 3 0 0 0 0 65 FALSE
3 26 Male 2 0 2 1 TRUE White 5 0 0 0 0 26 FALSE
2 33 Male 2 0 1 2 TRUE White 3 0 0 0 0 33 FALSE
2 33 Female 6 3 7 0 FALSE White 1 0 0 0 0 33 FALSE
2 82 Female 1 0 9 6 FALSE White 3 0 0 0 0 82 FALSE
2 35 Male 9 0 2 9 FALSE White 2 0 0 0 0 35 TRUE
2 75 Male 1 0 3 2 TRUE White 4 0 0 0 0 75 FALSE
2 35 Male 3 0 6 6 FALSE White 5 0 0 0 0 35 TRUE
2 31 Female 4 2 0 0 TRUE White 4 0 0 0 0 31 TRUE
2 28 Female 2 0 9 6 TRUE White 1 0 0 0 0 28 FALSE
3 34 Female 4 2 1 2 TRUE White 1 0 0 0 0 34 FALSE
2 30 Female 2 2 0 0 FALSE Black 1 0 30 0 0 0 TRUE
3 43 Female 3 1 0 0 TRUE White 3 0 0 0 0 43 TRUE
0 41 Male 9 0 9 9 FALSE White 3 0 0 0 0 41 TRUE
3 36 Male 1 0 2 1 TRUE Hispanic.Latino 2 0 0 36 0 0 FALSE
3 38 Female 1 0 0 0 TRUE White 2 0 0 0 0 38 TRUE
3 46 Male 7 3 6 6 TRUE White 3 0 0 0 0 46 TRUE
2 20 Male 4 0 0 0 FALSE Asian 1 20 0 0 0 0 TRUE
1 67 Male 4 0 2 2 FALSE Black 1 0 67 0 0 0 TRUE
1 47 Female 4 2 6 6 FALSE White 3 0 0 0 0 47 TRUE
3 41 Female 4 1 9 4 TRUE Black 1 0 41 0 0 0 FALSE
1 62 Male 2 0 9 8 FALSE White 3 0 0 0 0 62 FALSE
2 84 Male 2 0 0 0 TRUE White 2 0 0 0 0 84 TRUE
1 38 Male 3 0 0 0 TRUE White 4 0 0 0 0 38 TRUE
3 55 Male 3 1 3 3 FALSE White 5 0 0 0 0 55 TRUE
3 41 Female 4 2 2 2 TRUE White 5 0 0 0 0 41 TRUE
2 26 Female 2 0 5 3 FALSE White 5 0 0 0 0 26 FALSE
3 29 Male 1 0 2 2 TRUE White 5 0 0 0 0 29 TRUE
3 25 Female 4 2 2 0 FALSE White 4 0 0 0 0 25 FALSE
2 80 Female 3 0 0 0 TRUE Black 1 0 80 0 0 0 TRUE
3 31 Female 2 0 1 1 TRUE Black 1 0 31 0 0 0 TRUE
2 42 Female 7 3 0 0 FALSE Hispanic.Latino 2 0 0 42 0 0 TRUE
3 26 Female 3 1 4 6 TRUE White 4 0 0 0 0 26 FALSE
3 52 Male 2 0 6 6 FALSE White 2 0 0 0 0 52 TRUE
3 88 Female 2 1 0 0 FALSE Black 1 0 88 0 0 0 TRUE
3 46 Female 7 3 0 0 TRUE White 4 0 0 0 0 46 TRUE
2 60 Male 6 2 0 0 TRUE White 2 0 0 0 0 60 TRUE
2 18 Female 6 3 6 3 FALSE White 3 0 0 0 0 18 FALSE
2 54 Male 3 0 0 9 TRUE White 2 0 0 0 0 54 TRUE
2 53 Female 3 0 0 0 FALSE White 1 0 0 0 0 53 TRUE
2 21 Female 5 0 5 5 TRUE Hispanic.Latino 3 0 0 21 0 0 TRUE
0 25 Female 1 0 9 0 TRUE Hispanic.Latino 1 0 0 25 0 0 FALSE
3 40 Female 4 2 2 0 TRUE White 5 0 0 0 0 40 FALSE
3 36 Male 4 3 2 2 TRUE White 2 0 0 0 0 36 TRUE
1 60 Male 1 0 0 0 TRUE White 5 0 0 0 0 60 TRUE
2 51 Male 5 0 0 0 TRUE White 4 0 0 0 0 51 TRUE
2 48 Male 3 1 2 2 TRUE White 3 0 0 0 0 48 TRUE
3 32 Male 4 2 9 9 TRUE White 5 0 0 0 0 32 TRUE
1 45 Male 1 0 5 5 FALSE White 2 0 0 0 0 45 TRUE
2 46 Male 6 2 3 3 TRUE Black 3 0 46 0 0 0 TRUE
2 38 Male 4 2 2 2 FALSE White 4 0 0 0 0 38 TRUE
3 65 Female 3 0 1 1 TRUE White 4 0 0 0 0 65 TRUE
2 58 Male 2 0 1 1 TRUE White 5 0 0 0 0 58 TRUE
3 64 Female 2 0 0 0 FALSE White 2 0 0 0 0 64 TRUE
2 28 Female 1 0 4 4 TRUE Hispanic.Latino 3 0 0 28 0 0 TRUE
3 31 Male 6 2 9 9 FALSE White 3 0 0 0 0 31 TRUE
2 36 Male 3 1 9 2 FALSE White 5 0 0 0 0 36 FALSE
2 30 Female 2 0 9 9 TRUE White 5 0 0 0 0 30 TRUE
3 51 Male 9 3 0 0 TRUE Other 5 0 0 0 51 0 TRUE
2 57 Female 4 0 7 7 FALSE White 1 0 0 0 0 57 TRUE
3 28 Female 8 2 0 0 FALSE White 3 0 0 0 0 28 TRUE
3 37 Male 2 0 0 0 FALSE White 5 0 0 0 0 37 TRUE
3 54 Male 4 0 9 9 TRUE White 2 0 0 0 0 54 TRUE
2 61 Male 1 0 0 0 FALSE White 3 0 0 0 0 61 TRUE
2 30 Male 2 0 3 2 FALSE White 4 0 0 0 0 30 FALSE
3 36 Female 6 2 0 0 FALSE White 1 0 0 0 0 36 TRUE
2 47 Male 4 1 0 0 TRUE White 1 0 0 0 0 47 TRUE
3 39 Female 6 3 3 3 TRUE White 4 0 0 0 0 39 TRUE
3 29 Female 2 0 0 0 TRUE White 2 0 0 0 0 29 TRUE
2 25 Female 4 2 5 2 FALSE Hispanic.Latino 2 0 0 25 0 0 FALSE
3 37 Male 2 0 0 0 TRUE White 3 0 0 0 0 37 TRUE
1 34 Male 5 3 9 9 TRUE White 5 0 0 0 0 34 TRUE
2 30 Male 3 0 9 9 FALSE Other 3 0 0 0 30 0 TRUE
2 32 Male 1 0 9 9 TRUE White 3 0 0 0 0 32 TRUE
1 26 Male 3 0 2 2 TRUE White 2 0 0 0 0 26 TRUE
2 32 Male 8 3 0 0 TRUE White 3 0 0 0 0 32 TRUE
3 36 Male 5 3 0 0 TRUE Black 1 0 36 0 0 0 TRUE
3 58 Female 3 0 0 0 FALSE Black 1 0 58 0 0 0 TRUE
2 27 Male 4 0 1 9 FALSE Black 1 0 27 0 0 0 FALSE
2 38 Female 4 2 0 0 TRUE White 5 0 0 0 0 38 TRUE
3 33 Male 3 0 9 9 FALSE White 3 0 0 0 0 33 TRUE
3 40 Female 4 1 0 0 FALSE White 1 0 0 0 0 40 TRUE
2 38 Female 5 3 0 0 FALSE Hispanic.Latino 5 0 0 38 0 0 TRUE
1 90 Female 2 0 0 0 FALSE White 5 0 0 0 0 90 TRUE
2 46 Male 3 0 0 0 FALSE White 5 0 0 0 0 46 TRUE
2 31 Female 5 3 0 0 FALSE White 2 0 0 0 0 31 TRUE
3 29 Female 5 3 0 0 FALSE Other 1 0 0 0 29 0 TRUE
2 49 Female 6 3 6 0 FALSE White 3 0 0 0 0 49 FALSE
2 28 Female 9 1 9 0 FALSE White 1 0 0 0 0 28 FALSE
2 33 Male 5 3 0 0 FALSE Black 1 0 33 0 0 0 TRUE
2 66 Male 2 0 2 2 TRUE White 5 0 0 0 0 66 TRUE
2 81 Male 2 0 3 3 FALSE White 3 0 0 0 0 81 TRUE
3 56 Male 9 3 0 0 TRUE White 5 0 0 0 0 56 TRUE
3 31 Female 4 2 5 4 TRUE Black 1 0 31 0 0 0 FALSE
3 39 Male 4 3 1 9 TRUE White 5 0 0 0 0 39 FALSE
3 19 Male 1 0 0 0 FALSE Hispanic.Latino 4 0 0 19 0 0 TRUE
3 63 Female 1 0 1 1 FALSE Black 1 0 63 0 0 0 TRUE
2 45 Male 4 1 2 0 FALSE White 2 0 0 0 0 45 FALSE
3 61 Male 5 1 0 0 TRUE White 3 0 0 0 0 61 TRUE
1 60 Male 2 1 0 0 FALSE White 3 0 0 0 0 60 TRUE
3 18 Male 3 0 1 9 FALSE Other 3 0 0 0 18 0 FALSE
2 40 Female 3 0 0 0 FALSE White 3 0 0 0 0 40 TRUE
1 26 Female 1 0 0 0 FALSE Black 1 0 26 0 0 0 TRUE
3 72 Female 1 0 1 1 TRUE White 2 0 0 0 0 72 TRUE
3 46 Female 3 0 0 0 TRUE White 2 0 0 0 0 46 TRUE
2 44 Male 3 1 0 0 TRUE White 1 0 0 0 0 44 TRUE
3 24 Male 5 2 9 0 FALSE White 3 0 0 0 0 24 FALSE
