Q1..Health.Quality age DEMOGRAPHICS...GENDER Q4..Number.of.People.in.HH Q5..Children.in.HH Q6..Non.HH.Face.to.Face.Count Q7..Six.Feet.Away...If.Q6...0. Q18..College.Degree Q19.20..Race...Ethnicity trump_approve_score age_race_ethnicity_asian age_race_ethnicity_black age_race_ethnicity_hispanic age_race_ethnicity_other age_race_ethnicity_white Social.Distancing.Adherence
3 25 Male 1 0 1 0 TRUE Hispanic.Latino 1 0 0 25 0 0 FALSE
3 22 Male 4 1 5 0 FALSE Other 4 0 0 0 22 0 FALSE
1 34 Female 2 0 0 0 TRUE White 1 0 0 0 0 34 TRUE
2 38 Female 3 0 0 9 FALSE White 3 0 0 0 0 38 TRUE
3 58 Male 4 1 9 0 TRUE White 3 0 0 0 0 58 FALSE
3 33 Male 2 0 0 0 TRUE White 1 0 0 0 0 33 TRUE
3 49 Female 3 0 2 2 TRUE White 4 0 0 0 0 49 TRUE
3 50 Female 4 0 5 5 TRUE White 5 0 0 0 0 50 TRUE
2 34 Female 2 1 0 0 TRUE White 1 0 0 0 0 34 TRUE
2 47 Female 2 0 9 9 FALSE Black 2 0 47 0 0 0 TRUE
2 45 Female 4 2 9 9 TRUE White 4 0 0 0 0 45 TRUE
2 24 Male 2 0 0 0 TRUE White 2 0 0 0 0 24 TRUE
1 56 Female 3 1 0 0 FALSE White 3 0 0 0 0 56 TRUE
3 51 Female 2 0 0 0 FALSE White 5 0 0 0 0 51 TRUE
2 30 Female 2 0 2 0 TRUE Black 1 0 30 0 0 0 FALSE
2 66 Male 2 0 0 0 FALSE White 5 0 0 0 0 66 TRUE
2 59 Female 4 1 0 0 TRUE White 4 0 0 0 0 59 TRUE
2 36 Male 3 1 0 0 TRUE White 4 0 0 0 0 36 TRUE
1 33 Female 4 1 0 0 FALSE White 2 0 0 0 0 33 TRUE
3 84 Male 2 0 9 2 FALSE White 3 0 0 0 0 84 FALSE
2 40 Male 1 0 0 0 FALSE White 5 0 0 0 0 40 TRUE
3 41 Female 4 2 0 0 TRUE White 1 0 0 0 0 41 TRUE
2 48 Male 2 0 0 0 FALSE White 2 0 0 0 0 48 TRUE
2 41 Female 5 3 0 0 TRUE White 5 0 0 0 0 41 TRUE
3 53 Female 2 2 2 9 FALSE White 5 0 0 0 0 53 TRUE
2 57 Female 4 2 3 2 TRUE Black 1 0 57 0 0 0 FALSE
3 59 Female 2 0 0 0 TRUE Black 1 0 59 0 0 0 TRUE
2 72 Female 4 2 0 0 TRUE Black 1 0 72 0 0 0 TRUE
3 52 Male 4 1 6 9 TRUE White 5 0 0 0 0 52 TRUE
2 40 Female 4 2 0 0 TRUE White 1 0 0 0 0 40 TRUE
1 48 Male 1 0 2 0 FALSE White 4 0 0 0 0 48 FALSE
3 68 Male 3 0 1 1 TRUE White 5 0 0 0 0 68 TRUE
2 61 Male 2 0 2 2 TRUE White 4 0 0 0 0 61 TRUE
3 35 Male 5 3 8 0 TRUE White 3 0 0 0 0 35 FALSE
3 30 Female 2 0 1 1 TRUE White 4 0 0 0 0 30 TRUE
1 32 Male 2 0 1 9 FALSE White 5 0 0 0 0 32 TRUE
2 29 Male 3 0 1 0 FALSE White 3 0 0 0 0 29 FALSE
1 29 Male 5 1 9 6 FALSE Black 5 0 29 0 0 0 FALSE
2 34 Female 2 0 0 0 TRUE White 1 0 0 0 0 34 TRUE
3 55 Male 5 3 0 0 TRUE White 5 0 0 0 0 55 TRUE
2 48 Female 2 0 0 0 TRUE White 5 0 0 0 0 48 TRUE
2 63 Female 2 0 0 0 FALSE White 3 0 0 0 0 63 TRUE
3 46 Female 4 0 1 9 TRUE White 1 0 0 0 0 46 TRUE
2 30 Male 2 0 0 0 TRUE Hispanic.Latino 4 0 0 30 0 0 TRUE
3 24 Female 1 0 2 2 TRUE White 1 0 0 0 0 24 TRUE
2 45 Male 3 2 9 9 TRUE Other 3 0 0 0 45 0 TRUE
3 63 Male 3 0 0 0 TRUE White 4 0 0 0 0 63 TRUE
0 76 Male 2 0 0 0 TRUE White 5 0 0 0 0 76 TRUE
3 35 Female 5 3 4 2 FALSE White 3 0 0 0 0 35 FALSE
3 26 Male 1 0 0 0 FALSE White 2 0 0 0 0 26 TRUE
1 62 Female 4 1 2 2 FALSE Black 1 0 62 0 0 0 TRUE
3 36 Male 1 0 1 1 TRUE White 1 0 0 0 0 36 TRUE
2 51 Male 3 0 0 0 FALSE White 4 0 0 0 0 51 TRUE
3 32 Female 4 2 0 0 FALSE White 3 0 0 0 0 32 TRUE
3 23 Female 3 0 0 0 TRUE White 5 0 0 0 0 23 TRUE
3 57 Female 2 0 0 0 FALSE Black 1 0 57 0 0 0 TRUE
2 22 Male 2 0 0 0 FALSE White 3 0 0 0 0 22 TRUE
2 42 Male 2 0 1 0 TRUE White 1 0 0 0 0 42 FALSE
2 34 Female 9 3 1 9 TRUE White 5 0 0 0 0 34 TRUE
2 26 Female 2 0 2 1 FALSE Hispanic.Latino 1 0 0 26 0 0 FALSE
2 48 Male 1 0 0 0 FALSE White 5 0 0 0 0 48 TRUE
2 29 Female 1 0 1 1 FALSE Asian 2 29 0 0 0 0 TRUE
3 69 Male 2 0 1 1 FALSE White 3 0 0 0 0 69 TRUE
2 39 Male 3 1 0 0 FALSE White 3 0 0 0 0 39 TRUE
2 78 Female 2 0 1 1 FALSE White 3 0 0 0 0 78 TRUE
2 68 Female 1 0 1 1 FALSE White 2 0 0 0 0 68 TRUE
3 29 Female 5 3 2 2 TRUE White 5 0 0 0 0 29 TRUE
3 39 Male 1 0 1 1 FALSE Black 1 0 39 0 0 0 TRUE
2 50 Male 4 2 1 0 TRUE White 5 0 0 0 0 50 FALSE
3 66 Female 2 0 0 0 TRUE White 1 0 0 0 0 66 TRUE
2 48 Female 5 1 0 0 TRUE White 1 0 0 0 0 48 TRUE
2 18 Male 5 2 0 0 TRUE Hispanic.Latino 5 0 0 18 0 0 TRUE
3 25 Male 3 0 2 6 TRUE White 1 0 0 0 0 25 FALSE
3 36 Female 4 2 2 2 TRUE White 5 0 0 0 0 36 TRUE
1 31 Female 4 2 1 1 TRUE White 2 0 0 0 0 31 TRUE
3 64 Female 2 0 2 2 TRUE White 5 0 0 0 0 64 TRUE
2 32 Male 2 0 0 0 FALSE Other 2 0 0 0 32 0 TRUE
2 58 Female 2 0 0 0 TRUE White 5 0 0 0 0 58 TRUE
2 48 Female 3 2 0 0 TRUE Hispanic.Latino 1 0 0 48 0 0 TRUE
2 27 Male 4 2 2 2 FALSE White 5 0 0 0 0 27 TRUE
2 37 Male 2 0 1 0 FALSE Hispanic.Latino 5 0 0 37 0 0 FALSE
2 48 Male 4 2 4 4 TRUE White 5 0 0 0 0 48 TRUE
3 60 Male 3 0 9 9 TRUE Black 1 0 60 0 0 0 TRUE
3 41 Female 8 2 0 0 FALSE White 3 0 0 0 0 41 TRUE
3 24 Male 1 0 3 0 TRUE Black 1 0 24 0 0 0 FALSE
3 22 Male 1 0 0 0 FALSE White 5 0 0 0 0 22 TRUE
2 62 Male 2 0 3 0 TRUE White 2 0 0 0 0 62 FALSE
2 28 Male 6 2 5 5 FALSE White 4 0 0 0 0 28 TRUE
2 31 Female 3 1 3 3 FALSE Hispanic.Latino 2 0 0 31 0 0 TRUE
3 42 Female 4 2 0 0 FALSE White 3 0 0 0 0 42 TRUE
3 44 Male 2 0 0 0 TRUE White 1 0 0 0 0 44 TRUE
3 52 Male 3 1 3 3 FALSE Hispanic.Latino 5 0 0 52 0 0 TRUE
2 66 Male 3 0 0 0 FALSE White 3 0 0 0 0 66 TRUE
2 37 Female 4 2 6 6 TRUE White 5 0 0 0 0 37 TRUE
2 40 Male 4 2 0 0 FALSE White 4 0 0 0 0 40 TRUE
3 51 Male 3 1 1 1 TRUE White 2 0 0 0 0 51 TRUE
3 40 Female 4 2 5 9 TRUE White 5 0 0 0 0 40 TRUE
2 50 Male 3 0 0 0 FALSE Black 1 0 50 0 0 0 TRUE
3 46 Female 4 2 0 0 TRUE White 5 0 0 0 0 46 TRUE
2 32 Female 1 1 0 0 TRUE White 5 0 0 0 0 32 TRUE
2 46 Male 6 3 5 5 TRUE White 5 0 0 0 0 46 TRUE
3 32 Male 3 1 2 2 FALSE Hispanic.Latino 1 0 0 32 0 0 TRUE
0 52 Male 1 0 2 2 FALSE Black 1 0 52 0 0 0 TRUE
3 29 Male 1 0 1 9 TRUE White 1 0 0 0 0 29 FALSE
2 38 Male 4 3 6 6 FALSE Other 5 0 0 0 38 0 TRUE
2 50 Male 3 1 6 6 TRUE White 5 0 0 0 0 50 TRUE
2 28 Male 2 0 2 0 FALSE White 2 0 0 0 0 28 FALSE
2 32 Female 2 1 2 2 FALSE Black 1 0 32 0 0 0 TRUE
2 37 Male 3 1 9 9 TRUE White 5 0 0 0 0 37 TRUE
3 37 Male 2 0 1 0 TRUE White 2 0 0 0 0 37 FALSE
1 54 Male 2 2 0 5 FALSE Hispanic.Latino 1 0 0 54 0 0 TRUE
1 53 Male 4 0 2 0 TRUE White 5 0 0 0 0 53 FALSE
3 60 Female 2 0 7 7 FALSE White 3 0 0 0 0 60 TRUE
3 37 Male 3 2 1 4 TRUE Black 1 0 37 0 0 0 FALSE
3 35 Female 3 1 0 0 TRUE White 3 0 0 0 0 35 TRUE
3 33 Female 4 2 9 7 FALSE White 2 0 0 0 0 33 FALSE
2 63 Male 1 0 0 0 FALSE White 2 0 0 0 0 63 TRUE
3 36 Female 6 3 0 0 TRUE Black 2 0 36 0 0 0 TRUE
2 50 Male 4 0 0 0 FALSE Black 1 0 50 0 0 0 TRUE
3 33 Male 4 2 3 1 FALSE White 4 0 0 0 0 33 FALSE
3 41 Male 6 2 9 9 FALSE White 4 0 0 0 0 41 TRUE
2 33 Female 6 1 1 1 TRUE Hispanic.Latino 3 0 0 33 0 0 TRUE
2 43 Female 2 1 2 1 TRUE Black 1 0 43 0 0 0 FALSE
3 66 Male 3 0 9 5 TRUE White 1 0 0 0 0 66 FALSE
3 70 Male 1 2 4 0 TRUE White 2 0 0 0 0 70 FALSE
3 34 Male 1 0 2 2 FALSE White 5 0 0 0 0 34 TRUE
1 45 Male 5 1 2 2 FALSE White 3 0 0 0 0 45 TRUE
3 43 Male 3 1 0 0 TRUE White 5 0 0 0 0 43 TRUE
3 41 Male 4 2 3 3 FALSE White 2 0 0 0 0 41 TRUE
2 74 Male 1 0 0 0 FALSE White 1 0 0 0 0 74 TRUE
3 48 Male 3 1 4 4 TRUE White 5 0 0 0 0 48 TRUE
2 20 Female 4 1 1 2 FALSE White 5 0 0 0 0 20 FALSE
3 64 Male 2 0 0 0 TRUE White 5 0 0 0 0 64 TRUE
2 32 Female 3 1 3 0 TRUE White 2 0 0 0 0 32 FALSE
2 28 Male 5 3 0 0 FALSE White 3 0 0 0 0 28 TRUE
3 50 Male 4 0 3 3 TRUE White 5 0 0 0 0 50 TRUE
0 57 Female 3 0 0 9 FALSE White 3 0 0 0 0 57 TRUE
3 49 Male 4 0 4 4 TRUE Black 1 0 49 0 0 0 TRUE
3 39 Male 5 3 0 0 TRUE White 4 0 0 0 0 39 TRUE
3 31 Male 2 0 9 9 TRUE White 5 0 0 0 0 31 TRUE
3 32 Male 1 0 0 0 FALSE White 5 0 0 0 0 32 TRUE
2 27 Female 3 1 2 2 TRUE White 5 0 0 0 0 27 TRUE
3 51 Male 1 0 4 4 TRUE White 4 0 0 0 0 51 TRUE
3 68 Male 2 0 9 9 FALSE White 3 0 0 0 0 68 TRUE
2 54 Male 2 0 2 2 FALSE White 5 0 0 0 0 54 TRUE
3 75 Male 2 0 4 4 FALSE White 3 0 0 0 0 75 TRUE
2 63 Male 3 0 0 0 TRUE White 2 0 0 0 0 63 TRUE
2 56 Male 5 1 0 0 FALSE White 5 0 0 0 0 56 TRUE
3 36 Male 5 3 9 9 TRUE White 5 0 0 0 0 36 TRUE
2 59 Female 2 0 1 0 FALSE Other 2 0 0 0 59 0 FALSE
3 46 Female 4 2 2 0 TRUE White 5 0 0 0 0 46 FALSE
2 46 Male 1 0 0 0 TRUE White 2 0 0 0 0 46 TRUE
0 30 Male 5 3 3 0 FALSE Black 1 0 30 0 0 0 FALSE
3 56 Male 1 0 0 0 FALSE White 3 0 0 0 0 56 TRUE
3 31 Female 4 2 0 0 FALSE White 4 0 0 0 0 31 TRUE
2 42 Male 1 0 0 0 TRUE Other 1 0 0 0 42 0 TRUE
2 32 Female 3 1 0 0 TRUE White 5 0 0 0 0 32 TRUE
3 39 Female 2 0 0 0 TRUE Hispanic.Latino 2 0 0 39 0 0 TRUE
3 36 Male 4 0 9 9 FALSE White 3 0 0 0 0 36 TRUE
3 66 Female 3 1 0 0 FALSE Black 1 0 66 0 0 0 TRUE
2 24 Female 1 0 0 0 FALSE Black 1 0 24 0 0 0 TRUE
2 53 Male 2 0 2 2 TRUE White 5 0 0 0 0 53 TRUE
1 54 Male 9 0 8 8 TRUE Hispanic.Latino 4 0 0 54 0 0 TRUE
3 62 Male 3 0 0 0 FALSE White 4 0 0 0 0 62 TRUE
2 35 Male 5 2 0 0 TRUE White 5 0 0 0 0 35 TRUE
2 71 Male 1 0 0 0 TRUE White 2 0 0 0 0 71 TRUE
3 49 Male 2 0 0 0 TRUE White 1 0 0 0 0 49 TRUE
2 66 Female 2 0 0 0 FALSE White 4 0 0 0 0 66 TRUE
2 33 Female 6 0 0 0 TRUE White 1 0 0 0 0 33 TRUE
3 29 Male 3 0 1 1 TRUE Hispanic.Latino 1 0 0 29 0 0 TRUE
3 26 Male 2 0 1 0 TRUE White 5 0 0 0 0 26 FALSE
1 33 Male 5 3 5 6 FALSE White 3 0 0 0 0 33 FALSE
2 43 Male 1 0 0 0 FALSE White 3 0 0 0 0 43 TRUE
3 61 Female 2 0 0 0 TRUE White 1 0 0 0 0 61 TRUE
1 25 Female 3 0 0 0 TRUE White 2 0 0 0 0 25 TRUE
3 57 Male 5 1 5 0 TRUE White 5 0 0 0 0 57 FALSE
3 49 Female 4 1 4 1 TRUE White 5 0 0 0 0 49 FALSE
3 29 Male 1 0 8 0 FALSE White 3 0 0 0 0 29 FALSE
2 57 Female 2 0 1 1 TRUE White 2 0 0 0 0 57 TRUE
3 48 Male 1 1 1 1 FALSE Black 2 0 48 0 0 0 TRUE
3 51 Female 5 2 0 0 TRUE White 1 0 0 0 0 51 TRUE
2 66 Female 2 0 0 0 TRUE White 5 0 0 0 0 66 TRUE
1 66 Female 2 0 0 0 FALSE Black 2 0 66 0 0 0 TRUE
2 64 Female 2 0 2 2 FALSE White 2 0 0 0 0 64 TRUE
3 50 Male 4 0 9 1 FALSE Hispanic.Latino 3 0 0 50 0 0 FALSE
3 35 Female 5 3 0 0 TRUE White 1 0 0 0 0 35 TRUE
2 44 Male 4 0 9 6 FALSE Black 1 0 44 0 0 0 FALSE
3 49 Female 5 2 9 0 TRUE White 3 0 0 0 0 49 FALSE
2 36 Female 6 3 5 6 FALSE Other 4 0 0 0 36 0 FALSE
2 46 Male 4 0 0 0 TRUE White 2 0 0 0 0 46 TRUE
3 36 Male 4 2 3 3 TRUE Hispanic.Latino 5 0 0 36 0 0 TRUE
0 70 Male 1 0 0 0 FALSE Black 1 0 70 0 0 0 TRUE
3 66 Male 1 0 0 0 FALSE White 4 0 0 0 0 66 TRUE
2 51 Female 3 0 4 4 TRUE White 3 0 0 0 0 51 TRUE
3 39 Female 4 2 6 0 TRUE White 4 0 0 0 0 39 FALSE
3 33 Female 5 3 1 1 TRUE White 4 0 0 0 0 33 TRUE
3 24 Female 1 0 0 0 TRUE White 2 0 0 0 0 24 TRUE
2 71 Male 3 0 0 0 FALSE Black 1 0 71 0 0 0 TRUE
3 34 Female 2 0 0 0 FALSE Black 1 0 34 0 0 0 TRUE
2 57 Male 3 0 2 0 TRUE Black 1 0 57 0 0 0 FALSE
2 45 Male 5 1 1 9 FALSE White 5 0 0 0 0 45 TRUE
2 41 Female 5 2 7 7 FALSE Black 1 0 41 0 0 0 TRUE
2 39 Male 4 2 0 0 FALSE White 2 0 0 0 0 39 TRUE
2 45 Male 4 2 0 0 TRUE White 3 0 0 0 0 45 TRUE
2 40 Male 4 3 9 4 TRUE White 2 0 0 0 0 40 FALSE
2 92 Female 1 0 1 0 TRUE White 3 0 0 0 0 92 FALSE
3 40 Male 4 2 8 0 TRUE White 5 0 0 0 0 40 FALSE
3 49 Male 4 0 1 1 FALSE White 3 0 0 0 0 49 TRUE
2 43 Female 1 1 0 0 FALSE White 3 0 0 0 0 43 TRUE
3 39 Male 3 1 2 2 FALSE White 2 0 0 0 0 39 TRUE
2 53 Male 4 0 1 1 FALSE White 3 0 0 0 0 53 TRUE
2 46 Male 3 1 0 0 TRUE Asian 1 46 0 0 0 0 TRUE
1 28 Female 3 0 1 3 TRUE Other 3 0 0 0 28 0 FALSE
3 30 Male 2 0 0 0 TRUE White 4 0 0 0 0 30 TRUE
2 80 Female 1 0 9 8 FALSE White 3 0 0 0 0 80 FALSE
3 78 Female 2 0 1 2 TRUE White 2 0 0 0 0 78 FALSE
2 56 Female 4 0 3 2 TRUE Hispanic.Latino 2 0 0 56 0 0 FALSE
2 54 Male 1 0 4 0 FALSE White 3 0 0 0 0 54 FALSE
2 21 Female 2 0 0 0 TRUE Black 1 0 21 0 0 0 TRUE
3 18 Male 6 3 0 0 FALSE White 3 0 0 0 0 18 TRUE
1 86 Female 1 0 0 0 FALSE White 5 0 0 0 0 86 TRUE
1 67 Male 2 0 0 0 FALSE White 3 0 0 0 0 67 TRUE
1 58 Female 3 0 2 2 FALSE Black 1 0 58 0 0 0 TRUE
2 47 Male 3 0 0 0 FALSE White 2 0 0 0 0 47 TRUE
3 52 Female 3 0 0 0 FALSE White 5 0 0 0 0 52 TRUE
3 28 Male 5 3 4 6 FALSE Hispanic.Latino 5 0 0 28 0 0 FALSE
3 64 Male 1 0 0 0 TRUE White 2 0 0 0 0 64 TRUE
2 53 Male 4 2 0 0 TRUE White 1 0 0 0 0 53 TRUE
2 24 Female 5 0 0 0 FALSE White 3 0 0 0 0 24 TRUE
3 62 Male 4 0 0 0 FALSE White 5 0 0 0 0 62 TRUE
3 50 Male 4 1 0 0 TRUE White 4 0 0 0 0 50 TRUE
2 74 Male 1 0 0 0 FALSE White 3 0 0 0 0 74 TRUE
2 46 Female 1 0 1 1 TRUE White 4 0 0 0 0 46 TRUE
2 22 Male 3 0 0 0 TRUE Hispanic.Latino 2 0 0 22 0 0 TRUE
3 62 Female 2 0 0 0 TRUE White 2 0 0 0 0 62 TRUE
2 43 Male 5 3 0 0 FALSE Black 1 0 43 0 0 0 TRUE
2 70 Male 2 0 6 6 TRUE White 1 0 0 0 0 70 TRUE
3 47 Male 2 0 0 0 FALSE White 5 0 0 0 0 47 TRUE
1 31 Male 1 0 0 0 FALSE White 2 0 0 0 0 31 TRUE
2 28 Female 3 0 0 0 TRUE White 5 0 0 0 0 28 TRUE
2 66 Male 2 0 5 3 FALSE White 5 0 0 0 0 66 FALSE
2 48 Female 5 2 0 0 TRUE White 2 0 0 0 0 48 TRUE
2 68 Male 3 2 4 4 FALSE Black 1 0 68 0 0 0 TRUE
3 39 Male 1 1 9 9 FALSE White 5 0 0 0 0 39 TRUE
2 52 Male 5 0 0 0 FALSE White 5 0 0 0 0 52 TRUE
2 75 Female 1 0 0 0 FALSE White 2 0 0 0 0 75 TRUE
3 34 Male 4 2 0 0 TRUE White 5 0 0 0 0 34 TRUE
3 62 Male 3 1 4 1 TRUE White 1 0 0 0 0 62 FALSE
2 34 Male 3 1 9 2 TRUE White 4 0 0 0 0 34 FALSE
3 48 Male 5 0 0 0 FALSE Other 2 0 0 0 48 0 TRUE
1 28 Male 2 0 2 2 TRUE White 3 0 0 0 0 28 TRUE
2 43 Female 4 0 1 2 TRUE Other 5 0 0 0 43 0 FALSE
3 23 Male 2 0 2 2 TRUE White 5 0 0 0 0 23 TRUE
3 47 Male 3 1 9 0 TRUE White 4 0 0 0 0 47 FALSE
3 72 Male 2 0 0 0 TRUE White 1 0 0 0 0 72 TRUE
3 74 Male 2 0 2 2 TRUE White 2 0 0 0 0 74 TRUE
3 29 Male 1 0 9 9 TRUE White 3 0 0 0 0 29 TRUE
3 40 Male 7 3 9 9 FALSE Hispanic.Latino 4 0 0 40 0 0 TRUE
2 23 Female 2 0 1 0 FALSE White 5 0 0 0 0 23 FALSE
3 77 Male 1 0 0 0 FALSE White 2 0 0 0 0 77 TRUE
2 20 Female 5 0 0 0 FALSE Hispanic.Latino 1 0 0 20 0 0 TRUE
2 35 Female 4 3 3 0 FALSE Black 1 0 35 0 0 0 FALSE
2 23 Male 9 0 0 0 FALSE White 2 0 0 0 0 23 TRUE
2 44 Male 2 0 0 0 FALSE White 2 0 0 0 0 44 TRUE
2 34 Male 2 0 0 0 TRUE White 3 0 0 0 0 34 TRUE
2 66 Male 4 0 0 0 FALSE Black 1 0 66 0 0 0 TRUE
3 57 Female 3 1 9 8 TRUE White 5 0 0 0 0 57 FALSE
2 72 Female 2 0 3 3 FALSE White 3 0 0 0 0 72 TRUE
3 58 Female 2 0 0 0 FALSE White 3 0 0 0 0 58 TRUE
3 40 Female 2 0 2 0 TRUE White 4 0 0 0 0 40 FALSE
3 46 Male 4 2 0 0 TRUE White 5 0 0 0 0 46 TRUE
1 49 Female 3 0 0 0 FALSE White 1 0 0 0 0 49 TRUE
2 34 Male 4 2 0 0 FALSE White 3 0 0 0 0 34 TRUE
3 20 Male 4 2 2 2 FALSE Hispanic.Latino 1 0 0 20 0 0 TRUE
3 50 Male 2 0 0 0 TRUE Hispanic.Latino 5 0 0 50 0 0 TRUE
3 46 Male 3 1 9 9 TRUE White 4 0 0 0 0 46 TRUE
3 61 Female 2 1 0 0 FALSE White 4 0 0 0 0 61 TRUE
3 42 Male 4 2 0 0 TRUE White 3 0 0 0 0 42 TRUE
2 33 Female 4 3 2 2 FALSE Black 2 0 33 0 0 0 TRUE
3 30 Male 9 0 0 0 FALSE Hispanic.Latino 5 0 0 30 0 0 TRUE
3 55 Male 3 0 0 0 FALSE Black 1 0 55 0 0 0 TRUE
3 45 Male 3 1 2 3 FALSE Other 4 0 0 0 45 0 FALSE
2 72 Female 2 0 0 0 FALSE White 3 0 0 0 0 72 TRUE
2 58 Female 2 0 4 4 FALSE White 2 0 0 0 0 58 TRUE
3 24 Male 4 0 0 0 TRUE White 4 0 0 0 0 24 TRUE
1 56 Male 2 0 1 1 TRUE Black 1 0 56 0 0 0 TRUE
3 42 Female 6 3 0 0 TRUE Black 1 0 42 0 0 0 TRUE
1 53 Male 1 0 2 2 FALSE Black 1 0 53 0 0 0 TRUE
3 67 Male 6 1 4 6 FALSE White 5 0 0 0 0 67 FALSE
1 41 Female 2 1 0 0 TRUE Black 1 0 41 0 0 0 TRUE
3 56 Female 3 1 1 1 FALSE Other 1 0 0 0 56 0 TRUE
2 28 Male 5 1 0 0 FALSE White 3 0 0 0 0 28 TRUE
2 67 Male 3 1 0 0 FALSE White 2 0 0 0 0 67 TRUE
3 65 Male 9 3 2 9 TRUE White 5 0 0 0 0 65 TRUE
3 49 Female 3 1 0 0 FALSE White 5 0 0 0 0 49 TRUE
2 71 Male 3 0 9 0 FALSE Hispanic.Latino 2 0 0 71 0 0 FALSE
2 57 Female 2 0 9 9 TRUE White 3 0 0 0 0 57 TRUE
2 42 Female 4 2 0 0 FALSE Hispanic.Latino 3 0 0 42 0 0 TRUE
2 58 Male 4 0 0 0 TRUE Asian 2 58 0 0 0 0 TRUE
2 54 Female 3 0 0 0 FALSE White 5 0 0 0 0 54 TRUE
2 93 Male 1 0 1 1 TRUE White 3 0 0 0 0 93 TRUE
3 53 Male 5 0 0 0 TRUE White 4 0 0 0 0 53 TRUE
3 57 Male 1 2 0 0 TRUE White 5 0 0 0 0 57 TRUE
3 37 Male 2 0 9 9 TRUE Black 1 0 37 0 0 0 TRUE
3 31 Male 4 1 0 0 FALSE White 3 0 0 0 0 31 TRUE
2 41 Male 1 0 9 9 FALSE White 3 0 0 0 0 41 TRUE
2 51 Female 3 0 0 0 TRUE White 5 0 0 0 0 51 TRUE
2 39 Female 4 3 0 0 FALSE Black 1 0 39 0 0 0 TRUE
3 33 Female 4 2 0 0 FALSE Other 1 0 0 0 33 0 TRUE
3 66 Female 2 0 0 0 FALSE White 3 0 0 0 0 66 TRUE
3 43 Male 4 1 0 0 TRUE Black 1 0 43 0 0 0 TRUE
2 40 Female 2 0 2 2 TRUE White 1 0 0 0 0 40 TRUE
3 47 Female 5 3 0 0 TRUE White 4 0 0 0 0 47 TRUE
2 39 Female 9 3 1 9 TRUE White 3 0 0 0 0 39 TRUE
2 36 Female 6 2 0 0 TRUE White 5 0 0 0 0 36 TRUE
2 64 Female 2 0 3 3 TRUE Black 1 0 64 0 0 0 TRUE
2 30 Female 5 2 1 1 FALSE White 5 0 0 0 0 30 TRUE
2 38 Male 3 1 0 0 TRUE Asian 5 38 0 0 0 0 TRUE
3 42 Male 2 1 0 0 FALSE Black 1 0 42 0 0 0 TRUE
1 49 Female 1 0 1 1 FALSE White 4 0 0 0 0 49 TRUE
2 42 Male 4 2 9 9 TRUE Black 1 0 42 0 0 0 TRUE
3 38 Female 4 2 3 2 TRUE White 2 0 0 0 0 38 FALSE
3 19 Female 3 0 2 0 FALSE White 4 0 0 0 0 19 FALSE
2 50 Female 5 1 5 4 TRUE Asian 4 50 0 0 0 0 TRUE
1 59 Female 2 0 0 0 FALSE White 5 0 0 0 0 59 TRUE
3 64 Female 3 0 0 0 TRUE White 1 0 0 0 0 64 TRUE
1 64 Female 2 0 1 0 TRUE White 5 0 0 0 0 64 FALSE
2 62 Female 3 0 1 1 FALSE White 5 0 0 0 0 62 TRUE
3 35 Female 5 3 6 6 TRUE Black 2 0 35 0 0 0 TRUE
3 40 Male 2 0 1 1 FALSE Black 3 0 40 0 0 0 TRUE
1 42 Male 4 2 4 4 TRUE Other 1 0 0 0 42 0 TRUE
3 49 Male 4 1 2 2 FALSE White 1 0 0 0 0 49 TRUE
3 36 Female 4 2 0 0 FALSE White 1 0 0 0 0 36 TRUE
2 40 Female 4 2 0 0 TRUE White 5 0 0 0 0 40 TRUE
3 37 Male 4 2 3 0 TRUE White 5 0 0 0 0 37 FALSE
1 36 Female 4 2 7 6 TRUE Hispanic.Latino 1 0 0 36 0 0 FALSE
2 40 Female 3 1 0 0 TRUE White 2 0 0 0 0 40 TRUE
2 18 Male 6 1 4 4 FALSE White 3 0 0 0 0 18 TRUE
3 78 Male 2 0 4 4 TRUE White 3 0 0 0 0 78 TRUE
2 27 Male 2 0 0 0 FALSE Black 3 0 27 0 0 0 TRUE
1 34 Female 6 3 3 2 FALSE White 4 0 0 0 0 34 FALSE
1 77 Male 2 0 9 9 TRUE Other 1 0 0 0 77 0 TRUE
3 58 Female 3 0 4 4 TRUE White 1 0 0 0 0 58 TRUE
2 84 Male 1 0 0 0 FALSE White 1 0 0 0 0 84 TRUE
3 55 Male 2 0 5 5 TRUE Black 1 0 55 0 0 0 TRUE
3 62 Female 2 0 9 9 TRUE White 4 0 0 0 0 62 TRUE
1 73 Female 2 0 1 1 TRUE White 5 0 0 0 0 73 TRUE
3 51 Male 9 3 9 0 TRUE Other 5 0 0 0 51 0 FALSE
1 73 Female 2 0 3 2 FALSE Black 1 0 73 0 0 0 FALSE
2 71 Male 3 0 0 0 TRUE White 5 0 0 0 0 71 TRUE
1 52 Female 4 1 0 9 FALSE White 5 0 0 0 0 52 TRUE
3 81 Female 3 0 1 1 TRUE White 5 0 0 0 0 81 TRUE
1 74 Female 9 1 0 9 TRUE White 1 0 0 0 0 74 TRUE
3 85 Female 1 0 0 0 FALSE White 3 0 0 0 0 85 TRUE
3 70 Female 1 0 0 0 TRUE White 5 0 0 0 0 70 TRUE
