age Q5..Children.in.HH Q6..Non.HH.Face.to.Face.Count Q7..Six.Feet.Away...If.Q6...0. Q19.20..Race...Ethnicity
57 0 0 0 White
49 0 4 4 Black
39 3 0 0 White
31 0 9 9 White
32 0 0 0 White
27 1 2 2 White
51 0 4 4 White
68 0 9 9 White
54 0 2 2 White
75 0 4 4 White
63 0 0 0 White
56 1 0 0 White
36 3 9 9 White
59 0 1 0 Other
46 2 2 0 White
46 0 0 0 White
30 3 3 0 Black
56 0 0 0 White
31 2 0 0 White
42 0 0 0 Other
32 1 0 0 White
39 0 0 0 Hispanic.Latino
36 0 9 9 White
66 1 0 0 Black
24 0 0 0 Black
53 0 2 2 White
54 0 8 8 Hispanic.Latino
62 0 0 0 White
35 2 0 0 White
71 0 0 0 White
49 0 0 0 White
66 0 0 0 White
33 0 0 0 White
29 0 1 1 Hispanic.Latino
26 0 1 0 White
33 3 5 6 White
43 0 0 0 White
61 0 0 0 White
25 0 0 0 White
57 1 5 0 White
49 1 4 1 White
29 0 8 0 White
57 0 1 1 White
48 1 1 1 Black
51 2 0 0 White
66 0 0 0 White
66 0 0 0 Black
64 0 2 2 White
50 0 9 1 Hispanic.Latino
35 3 0 0 White
44 0 9 6 Black
49 2 9 0 White
36 3 5 6 Other
46 0 0 0 White
36 2 3 3 Hispanic.Latino
70 0 0 0 Black
66 0 0 0 White
51 0 4 4 White
39 2 6 0 White
33 3 1 1 White
24 0 0 0 White
71 0 0 0 Black
34 0 0 0 Black
57 0 2 0 Black
45 0 0 0 White
41 2 7 7 Black
39 2 0 0 White
45 2 0 0 White
40 3 9 4 White
92 0 1 0 White
40 2 8 0 White
49 0 1 1 White
43 1 0 0 White
39 1 2 2 White
53 0 1 1 White
46 1 0 0 Asian
28 0 1 3 Other
30 0 0 0 White
80 0 9 8 White
78 0 1 2 White
56 0 3 2 Hispanic.Latino
54 0 4 0 White
21 0 0 0 Black
18 3 0 0 White
86 0 0 0 White
67 0 0 0 White
58 0 2 2 Black
47 0 0 0 White
52 0 0 0 White
28 3 4 6 Hispanic.Latino
64 0 0 0 White
53 2 0 0 White
24 0 0 0 White
62 0 0 0 White
50 1 0 0 White
74 0 0 0 White
46 0 1 1 White
22 0 0 0 Hispanic.Latino
62 0 0 0 White
43 3 0 0 Black
70 0 6 6 White
47 0 0 0 White
31 0 0 0 White
28 0 0 0 White
66 0 5 3 White
48 2 0 0 White
68 2 4 4 Black
39 1 9 9 White
52 0 0 0 White
75 0 0 0 White
34 2 0 0 White
62 1 4 1 White
34 1 9 2 White
48 0 0 0 Other
28 0 2 2 White
43 0 1 2 Other
23 0 2 2 White
47 1 9 0 White
72 0 0 0 White
74 0 2 2 White
29 0 9 0 White
40 3 9 9 Hispanic.Latino
23 0 1 0 White
77 0 0 0 White
20 0 0 0 Hispanic.Latino
35 3 3 0 Black
23 0 0 0 White
44 0 0 0 White
34 0 0 0 White
66 0 0 0 Black
57 1 9 8 White
72 0 3 3 White
58 0 0 0 White
40 0 2 0 White
46 2 0 0 White
49 0 0 0 White
34 2 0 0 White
20 2 2 2 Hispanic.Latino
50 0 0 0 Hispanic.Latino
46 1 9 9 White
61 1 0 0 White
42 2 0 0 White
33 3 2 2 Black
30 0 0 0 Hispanic.Latino
55 0 0 0 Black
45 1 2 3 Other
72 0 0 0 White
58 0 4 4 White
24 0 0 0 White
56 0 1 1 Black
42 3 0 0 Black
53 0 2 2 Black
67 1 4 6 White
41 1 0 0 Black
56 1 1 1 Other
28 1 0 0 White
67 1 0 0 White
65 0 0 0 White
49 1 0 0 White
71 0 9 0 Hispanic.Latino
57 0 9 9 White
42 2 0 0 Hispanic.Latino
58 0 0 0 Asian
54 0 0 0 White
93 0 1 1 White
53 0 0 0 White
57 2 0 0 White
37 0 5 5 Black
31 1 0 0 White
41 0 9 9 White
51 0 0 0 White
39 3 0 0 Black
33 2 0 0 Other
66 0 0 0 White
43 1 0 0 Black
40 0 2 2 White
47 3 0 0 White
39 0 9 9 White
36 2 0 0 White
64 0 3 3 Black
30 2 1 1 White
38 1 0 0 Asian
42 1 0 0 Black
49 0 1 1 White
42 2 5 0 Black
38 2 3 2 White
19 0 2 0 White
50 1 5 5 Asian
59 0 0 0 White
64 0 0 0 White
64 0 1 0 White
62 0 1 1 White
35 3 6 6 Black
40 0 1 1 Black
42 2 4 4 Other
49 1 2 2 White
36 2 0 0 White
40 2 0 0 White
37 2 3 0 White
36 2 7 6 Hispanic.Latino
40 1 0 0 White
18 1 4 4 White
78 0 4 4 White
27 0 0 0 Black
34 3 3 2 White
77 0 9 9 Other
58 0 4 4 White
84 0 0 0 White
55 0 5 5 Black
62 0 9 9 White
73 0 1 1 White
51 3 9 0 Other
73 0 3 2 Black
71 0 0 0 White
52 0 9 9 White
81 0 1 1 White
74 0 1 0 White
85 0 0 0 White
70 0 0 0 White
43 2 0 0 Black
65 0 1 1 White
76 0 0 0 White
58 0 1 1 White
70 0 2 2 Black
86 0 1 0 White
59 0 9 0 Black
67 0 1 1 White
84 0 5 5 White
65 0 4 2 Other
55 0 1 1 Black
56 0 0 0 White
67 0 0 0 White
49 0 0 0 White
44 0 2 2 Black
59 1 9 9 White
65 0 1 2 Black
83 0 0 0 White
62 0 3 3 Black
64 0 1 1 White
62 1 8 8 Black
65 3 2 1 Black
56 0 1 1 White
36 3 6 6 White
56 0 0 0 White
88 0 4 5 White
85 0 0 0 White
68 0 1 0 White
85 3 9 9 Black
51 1 4 4 Black
77 0 0 0 White
60 0 4 0 Black
69 0 2 2 Black
55 2 1 1 White
72 0 2 1 White
64 0 0 0 White
61 0 2 3 Black
59 2 5 5 White
54 0 9 9 White
82 0 2 0 Black
59 0 5 6 White
75 1 0 0 Black
62 0 1 1 White
63 0 0 0 White
72 0 4 3 White
81 2 0 0 White
71 0 8 9 White
92 0 1 9 White
58 0 1 1 White
75 2 5 4 Black
78 0 6 1 White
52 1 5 5 White
70 0 2 2 White
47 2 1 1 White
76 0 0 0 White
72 0 0 0 White
72 0 2 3 White
55 0 1 1 White
79 0 1 1 Black
63 0 1 1 White
42 2 3 0 White
62 0 4 2 White
72 0 0 0 White
68 0 0 0 White
57 0 1 1 White
60 0 4 4 Black
88 0 1 1 White
66 0 0 0 White
81 0 5 0 Black
55 0 1 1 Black
54 0 9 9 Asian
78 3 0 0 Black
67 0 0 0 Black
63 0 1 1 Black
49 3 0 0 White
70 0 1 0 Black
47 1 9 9 White
85 3 0 0 White
90 0 2 1 White
63 0 0 0 White
56 0 2 1 Black
71 0 0 0 White
77 0 1 0 White
63 0 0 0 White
52 0 3 0 Asian
57 0 2 2 White
69 0 2 1 Other
91 0 1 1 White
62 1 1 1 White
60 0 1 1 White
65 0 0 0 White
58 0 5 4 White
75 0 0 0 White
72 0 1 1 Black
79 0 2 2 Black
69 0 0 0 Black
70 0 0 0 Asian
70 0 0 0 Hispanic.Latino
79 0 1 1 White
70 0 9 7 Black
72 0 0 0 White
92 0 9 9 Black
79 0 5 9 White
39 2 1 1 White
56 0 1 1 White
54 3 3 3 White
77 0 1 1 White
71 0 1 0 White
56 0 6 0 White
82 0 2 1 White
74 0 1 1 Black
56 0 9 9 White
77 0 9 0 Black
60 3 3 2 Black
47 2 9 9 Other
84 0 5 5 White
51 0 0 0 White
65 3 4 0 White
70 0 9 9 Black
70 0 2 2 Black
39 1 5 4 White
85 0 0 0 White
60 0 1 1 White
48 3 0 0 Black
64 0 0 0 White
71 0 2 0 Black
75 0 4 1 White
56 0 0 0 White
56 0 1 1 White
71 0 1 1 White
75 0 4 4 White
54 0 4 0 White
58 0 3 3 White
58 0 2 1 Black
87 3 1 1 Black
48 0 0 0 Asian
83 0 0 0 White
28 0 2 2 White
76 0 1 1 Other
78 0 3 3 White
60 0 0 0 Black
78 0 1 9 Other
90 0 2 1 White
85 0 1 0 White
74 0 0 0 White
90 0 1 1 White
77 1 2 2 White
69 0 1 1 Black
76 0 2 0 Black
67 0 0 0 Black
49 0 2 0 White
75 0 0 0 White
79 0 0 0 White
71 0 0 0 White
69 2 1 1 Black
63 0 9 7 White
47 1 9 0 White
84 0 9 9 White
66 0 0 0 White
42 0 0 0 White
66 0 2 2 White
86 1 0 0 Black
76 0 1 0 White
87 0 0 0 White
68 0 1 1 White
61 0 1 0 White
83 0 2 1 White
60 0 0 0 White
72 0 9 9 Black
78 0 0 0 White
75 0 0 0 White
65 0 0 0 White
68 0 2 2 White
83 0 6 0 White
34 3 9 9 White
72 0 3 2 White
63 0 0 0 White
49 0 9 9 Other
49 0 0 0 White
65 3 0 0 Black
65 0 1 1 White
70 0 0 0 White
81 2 0 0 White
80 1 3 3 White
87 0 2 2 White
73 2 6 6 White
79 0 0 0 White
69 0 2 2 White
72 0 1 1 White
83 0 1 1 White
86 0 4 9 White
89 0 0 0 Black
79 0 1 1 Black
75 0 1 0 Black
50 0 1 0 White
72 0 1 0 White
62 0 0 0 White
64 1 9 9 White
59 0 1 0 White
78 0 2 9 White
91 0 2 2 White
74 0 9 9 Other
56 0 6 6 White
71 0 1 0 White
83 0 1 9 White
68 0 2 2 White
80 0 1 1 White
71 0 1 1 Hispanic.Latino
51 0 5 2 White
92 3 5 6 Black
64 0 0 0 White
70 0 0 0 Other
47 1 6 2 White
55 1 5 6 Black
85 0 1 0 White
85 0 2 2 White
68 0 9 8 White
81 0 1 0 White
78 0 9 5 White
73 3 9 9 White
58 3 0 0 White
72 0 0 0 White
67 0 1 1 White
59 0 5 5 White
58 0 0 0 White
63 0 3 2 Black
81 0 3 0 White
62 0 0 0 White
61 0 2 2 White
64 0 0 0 White
84 0 1 0 Black
59 0 4 4 White
76 0 1 0 White
68 0 1 1 White
73 0 1 1 White
61 0 9 9 White
82 0 1 0 White
55 3 2 0 White
65 0 5 5 White
43 3 1 9 White
67 0 5 5 Black
93 0 4 1 White
58 0 1 0 Black
21 0 6 0 Hispanic.Latino
79 0 3 3 Black
63 0 3 2 White
78 0 0 0 Black
57 0 0 0 White
99 3 9 0 Other
74 0 1 9 Other
76 0 9 0 White
77 0 2 1 Black
59 0 1 0 White
61 0 1 1 Black
86 0 8 7 White
58 0 2 2 Black
66 0 3 3 Black
63 0 4 3 Black
73 1 1 1 White
78 0 2 2 White
91 0 9 0 White
66 1 3 0 White
30 2 1 1 White
20 0 0 0 White
81 0 0 0 White
67 0 1 0 Black
55 2 0 0 Hispanic.Latino
64 0 2 2 White
87 0 1 0 Black
53 3 2 1 White
44 0 2 0 White
83 0 1 0 Black
77 0 1 1 White
69 0 6 5 White
68 0 0 0 White
46 1 0 0 White
72 0 0 0 White
73 0 0 0 Black
45 2 2 2 Other
65 0 0 0 Black
78 0 1 1 White
67 0 6 0 Black
81 0 1 1 White
52 0 1 1 Asian
71 0 2 0 White
42 0 2 6 White
90 0 1 1 White
92 0 2 0 White
79 0 4 4 White
39 3 5 2 White
58 1 9 5 White
59 0 2 2 White
37 2 4 4 White
81 0 0 0 White
65 0 1 1 White
45 0 1 1 White
72 0 5 5 White
38 2 5 9 White
53 0 3 6 White
65 0 0 0 White
78 0 1 0 White
70 0 9 4 Black
50 0 2 2 Black
61 0 0 0 Black
78 0 1 1 White
63 0 5 2 White
73 1 1 1 Black
66 0 2 2 Black
75 0 3 3 White
57 0 1 0 Black
67 1 9 6 White
55 0 9 9 White
47 2 1 0 White
71 0 3 3 White
84 0 1 0 White
75 0 2 2 White
80 0 0 0 White
66 3 0 0 Black
72 0 2 2 White
59 0 3 2 White
53 0 0 0 Black
69 0 3 0 White
64 0 1 1 Other
69 0 9 9 White
29 0 9 9 Hispanic.Latino
60 2 5 0 Black
62 0 2 2 Black
56 0 0 0 White
90 0 0 0 White
62 0 1 1 Black
88 0 3 0 White
68 0 1 9 White
70 3 4 4 Black
71 0 0 0 White
81 0 5 1 White
55 1 9 3 White
55 0 4 2 White
75 0 1 1 White
78 0 6 0 White
64 0 1 1 Black
58 0 8 4 Other
75 0 2 2 Black
78 0 4 2 Black
62 0 1 1 Black
75 0 0 0 White
58 0 3 3 White
64 3 0 0 Other
77 0 2 2 White
80 2 0 0 Black
78 0 2 2 White
67 0 0 0 Black
64 0 2 1 White
53 1 0 0 White
76 0 0 0 White
78 0 0 0 White
44 2 0 0 White
71 0 0 0 White
59 0 2 2 White
55 0 1 1 White
46 0 3 3 White
99 0 0 0 Other
63 0 0 0 White
18 1 9 9 White
92 0 5 5 White
75 0 0 0 White
76 0 3 3 White
75 0 1 0 White
70 0 0 0 White
76 0 1 1 Black
56 1 0 0 White
66 0 0 0 White
74 0 1 1 White
56 1 0 0 White
75 0 0 0 White
73 0 1 6 White
38 3 2 2 White
51 1 1 1 White
45 0 0 0 White
72 0 0 0 White
54 1 0 0 Asian
84 0 4 0 White
69 0 0 0 White
81 0 4 4 White
82 0 0 0 White
56 0 2 2 White
77 0 1 0 White
81 0 2 0 White
61 2 7 5 White
64 0 0 0 White
75 0 2 2 White
73 0 0 0 White
53 1 2 2 White
68 0 3 2 White
63 0 2 2 White
67 0 0 0 White
66 0 9 1 Black
71 0 3 0 White
78 0 4 4 White
53 3 0 0 Other
69 0 0 0 White
84 0 0 0 White
60 0 3 3 Black
79 1 0 0 Other
70 0 3 9 White
61 0 8 9 Black
74 0 0 0 White
51 1 2 2 White
64 0 1 1 Black
48 3 0 0 White
62 0 4 2 Black
63 0 0 0 White
70 1 0 0 Black
72 0 0 0 White
50 0 9 9 White
81 0 1 6 Black
50 3 9 9 Other
60 2 1 1 White
69 0 0 0 White
69 0 0 0 White
70 0 4 0 White
79 0 0 0 White
52 0 9 9 White
65 0 0 0 Black
74 0 3 3 White
61 0 1 3 Black
59 0 2 2 Hispanic.Latino
71 0 5 5 White
58 1 2 9 White
58 0 3 3 White
19 1 0 0 White
64 0 0 0 White
70 0 3 3 White
59 0 0 0 White
71 0 1 1 White
62 0 2 0 White
74 0 5 2 White
47 1 9 6 White
53 0 9 8 White
46 0 9 6 White
71 0 2 2 White
62 0 1 1 Black
62 0 2 0 Black
50 0 0 0 White
66 0 0 0 Other
82 1 5 5 White
73 0 2 2 White
77 1 2 0 White
52 0 1 1 White
58 3 2 6 Black
58 0 1 1 Black
65 1 2 1 White
73 0 1 1 White
75 0 5 5 White
90 0 0 0 White
70 0 2 2 White
80 0 2 0 White
72 0 4 0 White
60 0 1 0 White
71 0 5 1 White
82 0 9 9 White
76 0 1 1 White
74 0 9 9 Black
64 0 1 1 White
58 0 0 0 Black
76 0 2 2 White
62 0 0 0 White
56 0 3 3 White
56 2 0 0 White
79 0 0 0 White
76 0 9 9 White
76 0 4 0 Black
64 0 0 0 Black
78 0 0 0 White
62 0 2 2 White
49 1 0 0 White
42 1 9 1 White
80 0 0 0 White
70 0 0 0 White
70 0 0 0 Black
69 0 3 1 White
55 0 5 1 White
78 1 4 4 Black
53 0 4 2 White
79 0 0 0 Black
71 0 2 1 Black
68 0 0 0 White
19 0 3 3 Hispanic.Latino
70 0 0 0 White
76 0 2 2 White
88 0 3 2 Black
87 0 0 0 White
82 0 3 1 White
65 0 0 0 White
78 2 3 2 Other
42 0 0 0 White
74 0 2 1 White
43 3 2 0 White
61 0 1 1 White
85 0 0 0 White
64 0 1 5 White
81 0 1 1 White
88 0 0 0 White
81 0 2 0 White
76 0 0 0 White
18 2 1 1 Hispanic.Latino
84 0 0 0 Black
63 0 0 0 White
67 3 0 0 White
72 0 0 0 White
74 0 2 2 Black
52 2 4 2 Hispanic.Latino
79 0 2 2 White
75 0 3 1 White
79 0 2 1 White
63 2 4 2 White
72 0 0 0 White
56 0 5 4 White
69 0 0 0 White
69 0 0 0 Black
69 0 0 0 White
95 0 1 1 White
56 0 1 1 White
75 0 2 2 White
82 0 0 0 White
65 0 0 0 Other
68 0 3 3 White
64 3 0 0 White
92 3 9 0 Black
54 1 5 5 White
58 3 0 0 White
59 0 2 2 White
69 0 4 4 Black
80 0 2 2 White
75 0 6 3 Black
48 0 2 1 Black
57 1 1 2 White
70 0 1 1 White
69 0 1 1 White
93 0 9 0 White
84 0 0 0 White
54 3 9 5 White
71 0 0 0 White
51 1 8 4 White
49 3 2 9 Black
39 1 1 1 Black
82 0 1 1 White
65 0 2 0 Black
72 0 9 9 Other
63 0 4 0 Black
61 0 4 0 White
79 3 0 0 White
93 2 5 0 Other
52 0 4 4 White
79 0 1 1 Black
79 0 0 0 White
55 0 1 1 Black
68 0 3 3 Other
79 0 0 0 White
60 0 2 2 White
73 1 0 0 White
89 0 0 0 White
65 0 2 2 White
82 0 0 0 White
84 2 1 1 Black
63 2 9 8 White
72 0 7 1 White
52 0 9 9 White
58 0 0 0 White
77 0 1 1 Black
56 2 0 0 Asian
73 0 2 1 White
62 0 3 0 Black
46 2 0 0 Hispanic.Latino
85 0 1 1 White
88 0 0 0 White
51 2 0 0 White
52 0 2 1 White
72 0 6 4 Black
84 0 1 0 White
68 0 0 0 Black
79 0 4 2 White
61 2 5 0 Other
76 0 0 0 Black
60 3 1 1 Black
66 3 2 1 White
70 2 1 1 White
61 0 3 1 Black
73 0 1 1 White
77 0 1 1 White
81 0 1 0 Black
71 0 3 2 White
88 3 1 0 White
68 0 1 1 White
76 0 5 5 White
62 0 9 9 White
89 1 1 1 White
59 0 8 4 White
80 0 0 0 White
80 0 0 0 White
57 0 0 0 White
53 0 9 0 Black
50 1 0 0 White
90 0 5 5 White
93 0 9 0 White
85 0 0 0 Black
66 0 1 1 Black
77 0 1 1 White
81 0 5 5 White
71 0 3 5 White
86 0 1 0 Black
78 0 0 0 Other
57 0 9 0 White
59 0 0 0 Black
75 0 0 0 White
65 0 1 0 White
52 0 4 4 White
68 0 0 0 White
71 0 2 1 Black
76 0 0 0 White
23 1 9 9 White
78 0 4 5 Black
77 0 4 1 White
99 0 5 2 White
80 0 5 5 White
77 0 1 1 Other
81 0 3 1 White
85 0 5 5 White
68 0 3 3 White
89 0 5 0 White
54 1 0 0 White
61 3 1 2 Black
70 0 4 4 White
80 0 0 0 White
78 0 4 1 White
40 3 0 0 White
59 0 0 0 White
89 0 2 1 White
40 3 9 2 White
62 0 1 1 Other
67 0 1 1 Black
78 0 2 0 Black
66 0 1 1 Black
71 0 0 0 White
61 0 3 3 White
48 0 0 0 Black
72 0 0 0 Black
76 0 0 0 White
65 0 1 1 Black
49 0 0 0 White
33 1 0 0 Black
72 0 0 0 White
58 2 4 1 White
62 0 0 0 White
63 0 0 0 White
62 0 9 9 Black
84 3 0 0 White
77 0 1 0 Black
55 0 0 0 White
76 0 9 0 White
74 2 3 3 White
84 0 1 1 White
68 1 0 0 Black
60 0 3 2 White
72 0 4 0 White
75 0 0 0 White
65 0 0 0 Black
67 0 0 0 White
78 0 3 3 White
56 0 1 1 Black
77 0 0 0 White
82 1 1 1 Black
28 0 1 0 White
63 0 5 1 Black
89 0 1 1 White
73 0 2 2 White
71 0 9 1 White
56 0 2 2 White
41 2 3 3 White
78 0 6 6 White
70 0 2 0 Black
35 2 3 3 Other
60 0 0 0 White
69 1 5 1 Black
77 2 1 1 White
63 0 5 9 Black
82 0 0 0 Black
62 0 0 0 White
58 1 0 0 White
68 0 4 4 White
72 0 0 0 White
72 1 3 3 Black
76 0 0 0 Black
70 0 1 1 White
69 0 3 3 Black
75 0 2 0 White
72 0 9 9 Other
48 3 0 0 White
81 0 1 0 White
87 0 1 0 Black
51 2 0 0 Hispanic.Latino
76 0 0 0 White
77 0 3 3 White
83 0 0 0 White
73 0 5 4 White
38 2 0 0 White
77 0 2 1 White
52 1 9 4 Other
56 0 1 1 White
68 0 0 0 White
78 0 5 5 White
49 0 0 0 White
77 1 0 0 Black
44 2 5 1 White
92 0 5 6 White
72 0 1 1 White
78 0 1 1 White
89 0 0 0 Black
73 1 2 2 Black
79 0 9 9 Other
73 1 5 2 White
27 0 0 0 White
62 0 6 6 White
62 0 0 0 White
80 0 0 0 White
70 0 9 9 White
82 0 3 3 Black
56 2 8 5 White
72 0 1 1 White
68 0 5 3 White
51 1 0 0 White
70 0 2 2 White
54 1 2 2 White
77 0 5 5 Black
68 0 9 9 Hispanic.Latino
51 0 9 0 Black
52 0 0 0 White
72 0 9 4 White
67 0 0 0 White
63 0 1 1 Black
62 3 5 9 Black
62 2 0 0 Black
85 0 2 1 White
53 0 1 1 White
52 2 0 0 White
73 2 1 0 White
62 0 1 1 White
67 0 1 1 Black
54 0 3 3 White
73 0 4 4 White
61 0 2 4 Black
43 0 3 2 White
74 0 1 1 White
85 0 2 2 Other
59 0 0 0 White
19 1 0 0 Hispanic.Latino
64 0 2 2 Black
66 0 1 1 Other
52 0 6 0 White
84 0 1 0 White
49 1 1 1 White
79 0 0 0 White
44 1 0 0 White
70 0 0 0 White
66 0 6 4 White
72 1 0 0 White
59 0 1 1 White
74 0 3 3 White
38 3 0 0 White
43 1 1 1 White
77 0 0 0 White
67 0 1 1 White
68 1 2 2 Black
82 0 0 0 White
59 0 0 0 White
61 0 2 0 White
53 1 1 1 White
70 0 1 0 Black
84 0 3 2 White
57 1 2 2 White
52 0 3 0 White
81 0 2 2 Black
65 0 1 1 White
89 3 1 1 White
77 0 0 0 White
86 0 1 0 White
72 0 0 0 White
89 0 0 0 White
68 0 2 1 White
86 0 0 0 White
64 0 9 9 White
50 0 0 0 White
65 2 2 1 White
32 1 0 0 White
62 0 3 3 White
70 0 0 0 White
44 1 9 9 White
62 0 0 0 White
78 0 3 2 Black
73 0 1 1 White
81 0 0 0 Black
60 0 4 0 White
83 0 0 0 White
73 0 1 1 White
77 0 0 0 White
66 0 0 0 Black
63 0 0 0 White
72 0 1 1 White
51 0 3 2 White
50 0 9 5 Black
81 0 3 2 Black
59 0 2 2 Black
80 1 2 6 Black
60 0 0 0 White
78 0 7 6 White
66 0 3 3 Black
72 0 2 2 White
80 0 3 9 Black
45 0 1 1 White
60 0 0 0 White
62 2 4 4 Black
63 0 1 9 White
66 0 4 0 White
50 0 2 0 Black
91 0 1 0 White
68 0 0 0 White
65 0 0 0 White
56 0 3 0 White
69 0 0 0 White
68 0 6 6 White
94 0 1 1 White
86 0 0 0 White
72 3 0 0 White
80 0 2 0 White
56 0 1 1 White
42 3 0 0 White
62 0 4 4 White
84 0 3 3 White
82 0 5 4 Black
69 0 0 0 White
80 0 3 3 White
79 0 0 0 White
63 0 0 0 Black
70 0 3 2 Black
54 1 4 4 White
92 0 9 1 White
64 0 1 1 Other
60 0 1 1 Black
75 0 0 0 White
44 1 0 0 Asian
72 0 5 5 Black
67 0 0 0 Black
62 0 0 0 White
64 0 9 9 White
88 0 0 0 White
54 0 1 0 White
51 1 1 1 White
85 1 3 3 White
99 3 1 8 Black
68 0 3 2 Black
50 1 0 0 Black
52 0 2 2 White
70 0 4 2 Black
39 0 2 0 White
56 0 2 0 White
83 0 0 0 White
79 0 0 0 White
87 0 2 0 White
76 0 1 1 White
62 0 0 0 White
81 0 4 4 White
85 1 4 4 White
47 1 1 1 Black
71 0 1 1 White
72 0 2 1 White
63 0 0 0 Black
72 3 1 1 White
23 0 9 9 Black
48 1 2 2 White
68 0 2 3 Black
80 0 1 0 White
86 0 1 0 Black
49 0 3 3 White
78 0 2 2 White
89 3 9 0 White
67 0 2 2 Black
50 0 0 0 White
88 3 2 2 Black
88 0 1 0 White
81 0 3 1 White
60 0 0 0 Black
82 0 5 1 White
79 0 0 0 White
73 0 2 1 White
59 0 9 0 White
60 2 9 9 White
53 1 2 1 White
69 0 6 5 White
55 0 0 0 White
55 0 2 2 White
46 0 0 0 White
71 0 0 0 White
71 0 1 1 White
80 0 1 1 Black
90 0 1 1 White
85 0 0 0 White
54 0 0 0 White
60 0 0 0 White
51 0 0 0 Black
75 0 2 2 Black
62 0 2 0 White
64 0 2 2 White
58 2 4 4 White
62 0 7 5 White
77 0 3 1 White
74 0 9 6 White
37 0 5 5 White
77 0 4 4 White
74 0 3 2 Black
65 0 0 0 White
71 0 1 1 Black
74 0 0 0 White
40 3 0 0 Black
73 0 3 1 White
61 0 5 2 White
76 0 0 0 White
46 1 3 3 Black
60 0 1 1 Other
62 0 0 0 White
56 2 2 0 White
57 0 2 1 Black
42 0 0 0 White
72 0 2 2 White
75 0 0 0 Black
72 0 0 0 White
75 0 9 5 White
79 0 9 0 White
75 0 2 2 White
76 0 3 2 White
78 0 1 1 White
72 0 0 0 White
76 0 1 0 White
58 0 9 0 White
31 2 3 1 White
82 0 9 9 White
72 0 0 0 White
62 0 5 5 White
91 0 0 0 White
51 0 0 0 Asian
72 0 2 2 White
59 3 9 9 White
69 0 2 2 Black
63 0 1 1 White
46 2 1 1 White
72 0 1 0 White
72 0 5 5 White
60 0 3 2 White
49 0 9 9 White
49 2 9 6 White
53 0 0 0 White
48 2 5 5 Hispanic.Latino
84 0 1 1 White
89 0 1 1 Black
35 2 1 0 White
75 0 3 1 White
79 0 1 1 Black
57 0 5 5 Black
49 2 9 9 White
71 0 0 0 White
47 0 1 1 White
59 0 8 6 White
55 1 5 3 Black
77 0 3 3 Black
74 0 4 1 White
51 0 0 0 White
77 0 7 0 White
65 0 0 0 White
86 0 0 0 Black
73 1 9 9 Other
82 0 4 6 White
40 2 0 0 Other
73 0 6 0 White
55 0 9 9 Black
34 2 2 2 White
21 0 9 0 White
54 0 0 0 White
28 0 9 9 White
35 3 6 0 White
39 1 0 0 Other
81 0 4 4 White
61 0 9 0 White
40 2 0 0 White
72 0 1 0 White
24 0 2 2 Hispanic.Latino
70 1 5 0 White
34 1 6 3 White
49 0 0 0 Black
71 0 9 9 White
76 0 0 0 White
41 1 9 9 Asian
48 2 0 0 White
26 0 1 0 White
71 0 0 0 White
42 1 2 2 White
69 0 0 0 White
32 1 0 0 Black
60 0 0 0 White
40 0 1 0 Black
90 0 0 0 White
76 0 0 0 Black
32 1 0 0 Black
51 3 0 0 Asian
65 0 3 9 White
68 0 1 0 Black
38 1 2 0 Black
62 0 0 0 Black
39 1 0 0 White
27 1 2 2 White
71 0 9 9 White
27 3 9 0 Black
34 3 0 0 White
40 1 0 0 White
84 0 0 0 White
37 3 3 3 White
57 0 0 0 White
46 3 0 0 White
51 0 5 5 White
32 2 9 9 White
80 0 0 0 White
37 2 0 0 White
91 0 9 9 White
26 0 1 0 Black
73 0 4 4 White
26 0 2 0 White
47 0 0 0 Black
69 0 0 0 Black
28 1 1 1 White
43 0 9 9 White
64 0 9 9 Other
56 0 9 4 White
52 0 1 1 Black
34 0 3 0 Hispanic.Latino
30 0 1 1 White
40 3 9 9 White
20 0 9 9 White
26 0 0 0 White
66 2 0 0 White
61 0 5 0 White
29 1 2 2 White
41 0 1 1 Hispanic.Latino
38 2 6 6 Black
42 1 0 0 White
39 3 1 0 White
34 0 0 0 White
19 0 7 6 White
84 0 3 3 White
33 2 0 0 White
27 0 4 0 White
58 0 0 0 White
48 2 2 2 White
54 1 0 0 White
39 1 0 0 White
51 1 2 2 White
51 0 0 0 White
63 0 1 0 White
64 0 1 1 White
45 0 1 9 White
26 0 1 1 White
30 1 3 1 White
50 3 0 0 White
34 0 9 9 White
33 0 9 0 White
50 1 9 0 White
64 2 9 8 White
76 0 0 0 White
54 1 3 0 White
47 0 0 0 White
36 0 0 0 White
35 0 1 3 White
49 0 0 0 White
23 0 9 0 White
60 0 0 0 White
66 0 0 0 Black
37 1 1 0 White
44 0 4 4 White
74 1 2 2 White
45 1 9 2 Black
51 0 2 2 White
42 0 9 9 White
50 0 3 5 Black
40 3 0 0 White
68 0 4 3 White
34 3 0 0 Other
34 2 0 0 White
18 2 1 0 White
27 0 1 0 White
49 0 0 0 White
33 0 0 0 White
71 0 1 6 White
47 3 9 9 Black
33 3 1 1 Black
53 0 9 9 White
61 0 0 0 White
84 0 1 1 White
40 3 0 0 White
35 0 9 9 White
65 0 0 0 Black
72 0 4 4 White
67 0 0 0 White
38 3 0 0 White
56 0 5 5 White
49 2 0 0 White
