age Q5..Children.in.HH Q6..Non.HH.Face.to.Face.Count Q7..Six.Feet.Away...If.Q6...0. Q19.20..Race...Ethnicity
78 0 0 0 White
63 3 0 0 White
81 0 4 9 White
50 1 6 6 Black
72 0 0 0 White
80 0 4 3 White
78 1 0 0 White
47 0 9 0 White
80 0 1 2 Black
31 0 2 2 White
61 0 2 1 White
80 0 2 2 White
68 0 3 3 White
87 0 2 2 White
54 0 0 0 White
81 0 1 1 White
88 0 1 4 White
67 0 0 0 White
69 0 1 1 White
87 0 0 0 Black
69 0 2 2 White
74 0 4 1 White
73 0 1 0 White
78 0 0 0 White
53 0 0 0 Black
61 0 2 2 Black
62 0 2 0 Black
73 0 1 0 Black
82 1 0 0 Black
60 0 2 2 White
57 0 0 0 White
62 0 2 2 Black
69 0 2 2 Black
95 0 7 5 White
73 0 2 2 Black
53 1 9 5 Black
92 0 0 0 White
67 0 0 0 White
86 1 1 1 White
63 0 4 3 White
66 0 9 9 White
62 1 1 1 White
52 3 9 9 White
64 0 9 9 White
83 0 9 7 Other
62 0 0 0 Black
50 1 2 2 White
69 0 1 1 White
64 1 3 3 White
71 3 5 1 Black
64 0 1 1 Hispanic.Latino
71 0 1 9 White
44 0 9 9 White
68 0 0 0 White
78 0 0 0 White
86 0 3 9 White
79 0 5 1 White
71 0 0 0 White
70 0 3 2 White
59 0 1 1 White
58 0 9 3 White
90 0 1 1 White
54 0 2 1 White
53 0 1 1 Black
90 0 4 1 White
76 2 0 0 White
55 0 6 3 White
59 0 1 1 White
79 3 3 9 Black
78 1 2 0 White
76 0 3 3 White
68 0 1 1 White
61 0 0 0 Black
57 1 3 3 White
68 0 1 1 Black
61 0 3 1 White
80 0 0 0 Black
75 0 3 3 White
69 0 3 3 White
74 0 0 0 White
97 0 0 0 White
90 1 2 2 White
77 1 0 0 Black
55 0 2 2 White
81 0 9 9 White
85 0 0 0 White
88 0 1 1 White
51 3 2 3 White
73 0 0 0 White
61 0 6 4 White
73 0 6 0 White
67 2 3 3 Black
78 0 0 0 White
71 0 2 1 Black
60 0 0 0 Black
54 1 9 9 White
62 0 0 0 White
73 0 1 1 White
77 0 2 0 White
86 0 2 2 White
87 0 1 0 White
73 0 0 0 White
77 0 2 2 White
62 2 3 0 White
79 0 1 0 White
75 1 0 0 White
65 0 9 8 White
77 0 0 0 White
83 0 1 9 White
79 0 2 2 White
59 0 0 0 Black
77 0 3 3 White
73 0 1 1 White
72 0 3 0 White
62 0 0 0 White
75 0 0 0 White
61 0 2 2 White
65 0 5 5 White
76 0 1 0 White
61 0 1 0 White
71 0 0 0 Black
89 0 0 0 White
80 0 1 1 White
87 0 9 9 Black
59 3 7 6 Other
82 0 1 9 White
69 3 0 0 White
70 0 1 1 White
78 0 1 1 White
64 0 0 0 Black
74 0 0 0 White
79 1 3 1 Black
48 2 0 0 White
80 0 1 1 White
62 0 0 0 White
78 0 0 0 White
76 0 4 2 White
70 0 0 0 White
51 1 0 0 White
72 0 2 2 Black
91 0 0 0 White
80 0 2 2 White
62 0 0 0 Black
88 0 9 9 White
63 2 9 9 Black
83 0 3 2 Black
82 0 3 2 White
49 1 3 2 Other
49 0 1 0 White
64 0 2 9 Black
41 1 2 2 White
67 0 2 0 White
68 0 2 2 Black
73 0 9 0 White
88 0 1 9 White
70 0 1 0 White
74 0 1 1 White
67 0 3 2 Black
72 0 1 1 White
74 0 1 1 White
94 0 3 1 White
62 3 5 5 Black
49 0 3 2 Other
88 1 0 0 Black
68 0 3 3 White
82 0 1 0 White
71 0 1 0 White
85 0 0 0 White
70 0 1 1 Black
64 0 5 5 White
37 1 0 0 White
59 0 9 9 White
75 0 2 2 White
68 0 0 0 White
59 0 1 0 White
80 0 1 1 White
78 0 1 1 White
56 2 8 0 White
78 0 0 0 Black
65 0 0 0 White
70 0 0 0 White
29 0 0 0 Black
80 0 0 0 White
47 0 2 1 White
78 0 0 0 Black
68 0 9 9 White
63 0 3 9 White
68 0 0 0 White
64 0 0 0 White
50 1 3 0 Black
67 1 0 0 White
59 0 1 1 White
44 0 4 6 Other
66 0 5 3 White
84 3 2 0 Other
56 1 1 0 Black
89 0 9 6 White
75 0 9 9 Black
88 0 2 2 White
74 0 0 0 White
69 0 4 0 White
77 0 2 1 White
79 0 6 6 White
58 0 1 1 White
71 0 0 0 White
64 0 1 1 White
75 0 2 1 White
76 0 2 1 White
58 0 0 0 Black
72 0 5 5 Black
52 1 1 1 White
69 0 3 3 Black
69 0 9 9 White
82 0 4 1 White
57 1 0 0 White
68 0 5 3 Black
74 0 1 1 White
32 3 0 0 White
74 0 0 0 White
62 0 1 1 Black
87 0 1 1 White
78 0 0 0 White
40 0 3 2 White
58 1 0 0 White
63 0 0 0 White
68 0 0 0 Black
75 0 1 1 White
81 0 9 9 White
70 0 0 0 White
75 0 0 0 White
65 0 9 0 Other
79 0 1 1 White
82 0 0 0 Black
62 0 5 5 Black
63 0 0 0 Black
71 0 0 0 White
57 0 3 1 White
47 1 0 0 Other
72 0 9 9 Black
74 3 0 0 Other
79 0 1 1 Black
72 0 1 0 Black
52 0 2 2 Black
77 0 0 0 White
82 0 1 1 White
82 0 1 3 Black
73 0 0 0 Black
73 0 1 1 Black
34 2 1 1 White
68 0 0 0 Black
55 0 2 0 White
79 0 7 7 Other
59 0 2 2 Other
50 3 0 0 Black
73 0 1 1 White
73 0 2 2 White
57 0 2 2 White
59 0 0 0 White
78 1 1 1 White
72 0 4 2 Other
81 0 9 9 White
62 1 9 9 Black
77 0 2 2 White
66 0 2 1 White
65 0 1 1 Black
81 0 0 0 White
63 0 2 1 White
82 0 3 3 White
77 0 4 4 White
64 0 0 0 Black
68 0 2 1 Black
79 0 1 0 White
32 0 9 6 White
67 0 1 1 White
82 0 1 1 White
80 0 2 2 Black
58 2 1 6 White
89 0 9 9 White
73 0 3 3 White
81 0 1 1 White
44 2 0 0 Black
81 0 0 0 White
68 0 9 7 Black
67 0 1 1 White
69 0 0 0 White
81 0 1 1 White
58 0 1 1 Black
85 0 0 0 White
77 0 9 9 White
47 0 0 0 Asian
91 0 1 1 White
71 0 1 0 White
53 0 0 0 Black
75 0 0 0 White
78 0 6 9 Black
97 0 2 2 White
64 0 6 3 White
83 0 0 0 White
86 0 2 2 White
75 0 1 1 White
49 0 2 1 White
80 0 1 1 Black
54 0 2 2 White
88 0 0 0 White
87 0 9 0 Black
70 0 9 1 White
67 0 7 6 White
66 0 4 3 White
58 3 6 6 White
66 0 9 5 White
73 0 4 3 White
93 0 5 0 Black
70 0 2 2 Black
67 2 0 0 Black
66 0 2 2 White
67 0 5 5 Black
90 0 2 1 White
73 0 2 2 White
74 0 9 3 White
55 0 6 0 Black
64 1 1 1 Black
65 0 1 1 White
69 0 0 0 White
64 2 1 1 Hispanic.Latino
67 0 2 9 Black
78 0 0 0 White
61 2 1 1 Black
52 1 3 0 White
92 0 1 1 White
78 0 0 0 White
71 0 1 1 White
64 0 9 0 Black
50 1 3 0 Black
91 0 0 0 White
68 0 1 1 Black
66 0 0 0 Black
50 0 9 9 White
48 1 2 2 Black
87 0 6 0 White
86 0 1 0 White
84 0 0 0 White
77 0 3 3 White
63 0 7 5 White
85 0 4 1 Black
72 0 0 0 White
87 0 0 0 White
91 0 0 0 White
84 1 9 1 White
76 3 0 0 Black
68 0 5 1 White
46 0 2 2 White
54 0 1 0 Black
83 0 5 9 White
49 2 5 2 White
65 0 9 9 White
62 0 5 5 Black
70 0 0 0 White
58 0 5 6 Black
73 2 0 0 White
58 0 0 0 White
40 0 2 0 White
81 3 0 0 Black
74 0 9 5 Black
51 1 5 1 White
93 1 2 1 White
88 0 4 0 Hispanic.Latino
75 0 9 0 White
63 0 6 4 White
90 3 0 0 White
70 0 3 3 Black
66 0 1 1 White
85 0 1 1 White
49 0 8 8 Black
58 0 9 5 White
56 0 3 2 White
50 0 1 0 White
74 0 0 0 White
79 0 1 0 Black
49 1 0 0 White
86 0 0 0 White
53 0 0 0 White
65 0 9 9 White
67 0 8 6 White
48 0 1 1 White
77 0 1 1 Black
60 0 5 5 White
78 1 2 0 Black
81 0 2 2 White
52 0 9 9 Other
62 0 9 9 White
58 0 0 0 White
83 0 0 0 White
59 0 0 0 White
54 0 0 0 Black
48 0 0 0 White
71 0 1 6 Black
71 1 0 0 White
68 0 3 3 Black
61 1 9 9 White
54 0 0 0 Black
40 1 0 0 White
73 0 0 0 White
76 2 3 3 Black
35 1 0 0 White
61 0 3 1 White
67 0 0 0 Hispanic.Latino
79 0 1 1 White
85 0 1 1 White
79 0 1 1 Black
72 0 2 2 White
81 0 0 0 White
80 0 0 0 Black
70 0 3 0 White
62 0 1 1 White
86 0 1 1 Black
71 0 0 0 White
55 0 1 1 Hispanic.Latino
61 0 1 1 Black
77 0 3 0 Black
66 0 0 0 Other
78 0 0 0 White
78 0 1 1 Other
56 0 6 6 Other
92 0 0 0 White
52 1 1 1 White
81 0 9 9 White
81 1 2 2 White
54 0 0 0 White
72 0 3 2 Black
61 0 1 1 White
45 2 0 0 Black
93 0 1 1 Black
63 0 0 0 White
67 0 2 1 Other
81 0 1 1 White
65 0 2 2 White
62 0 0 0 White
70 0 3 2 White
64 0 1 1 Black
59 0 3 2 White
69 0 5 0 White
54 0 1 2 White
82 0 4 4 Black
53 0 9 9 White
73 0 1 1 White
69 0 0 0 White
61 1 9 6 Black
81 0 0 0 White
86 0 9 9 Black
71 0 4 5 Black
73 0 1 1 White
70 0 7 7 White
72 0 9 9 White
86 0 0 0 White
88 0 2 2 White
77 0 0 0 White
68 0 0 0 White
60 0 0 0 White
65 1 4 3 Black
62 0 1 1 Black
89 1 0 0 White
84 0 1 0 White
87 0 2 0 White
72 0 1 1 White
69 0 1 1 White
73 2 2 2 White
64 0 1 0 White
70 0 1 1 White
81 1 0 0 White
58 2 6 7 Black
82 0 5 5 White
40 0 2 0 White
72 0 0 0 White
76 0 4 0 White
87 0 1 1 White
72 0 0 0 White
69 0 2 2 Black
71 0 0 0 White
57 0 3 4 White
76 0 0 0 White
58 0 0 0 Black
78 0 0 0 White
62 0 0 0 Black
64 1 0 0 White
75 0 5 1 White
48 0 3 2 White
59 1 0 0 White
76 0 9 9 Black
56 0 0 0 White
80 0 1 0 White
65 0 9 9 White
82 1 1 1 White
51 3 0 0 White
87 0 0 0 White
67 0 1 0 White
50 1 4 0 White
79 0 0 0 White
73 0 0 0 White
57 0 4 2 White
49 0 0 0 White
73 0 3 3 White
40 3 5 1 Other
60 0 0 0 White
90 0 0 0 White
52 0 1 3 White
75 0 9 9 White
68 0 0 0 White
78 0 9 9 Black
51 0 2 2 White
88 0 9 2 Other
59 0 2 0 Black
74 0 0 0 White
47 3 4 4 Black
69 1 3 0 White
75 0 0 0 Black
59 0 0 0 White
70 0 1 1 Black
63 0 1 2 Black
72 0 1 1 White
80 0 0 0 White
78 1 5 4 Black
78 0 1 0 White
85 1 3 1 White
80 0 3 3 White
66 0 0 0 White
83 0 2 0 White
70 0 0 0 White
90 0 1 6 White
85 0 9 9 White
80 0 2 2 Other
87 0 0 0 White
59 0 2 2 White
61 0 7 5 Black
56 2 5 0 White
69 1 4 1 White
71 0 0 0 Black
64 0 5 5 White
60 3 0 0 Black
59 0 9 9 Black
35 3 0 0 Black
48 1 4 3 Black
55 0 1 1 White
81 0 2 1 White
52 2 2 2 Black
69 0 1 0 White
78 0 1 1 White
55 0 0 0 White
61 0 1 1 White
69 0 0 0 Other
79 0 0 0 White
74 3 9 9 Black
71 0 1 1 Black
73 1 2 2 Black
65 0 0 0 White
78 0 1 1 Black
61 1 5 5 White
74 0 1 1 Black
63 0 9 9 White
65 0 4 0 White
41 3 8 8 White
67 0 1 1 White
68 0 1 1 White
96 0 0 0 White
66 0 0 0 White
72 0 5 5 White
88 0 1 1 White
84 0 0 0 White
75 2 2 1 White
81 0 3 0 White
61 0 0 0 White
81 0 0 0 White
58 0 5 5 White
90 3 0 0 Black
78 0 1 1 Black
75 0 1 1 Black
84 0 5 5 White
75 0 2 1 White
53 0 0 0 White
58 0 0 0 White
79 0 0 0 White
76 1 1 1 White
90 0 1 1 White
77 0 8 3 White
74 0 0 0 White
49 0 1 1 White
73 0 0 0 White
76 1 1 4 Black
63 0 1 0 White
83 0 5 5 White
56 0 2 2 White
60 0 3 0 White
59 0 1 8 White
80 0 3 3 White
37 0 0 0 Hispanic.Latino
54 3 1 0 Black
62 0 0 0 White
58 0 2 2 Asian
76 0 2 0 Black
48 3 1 0 White
55 0 1 1 White
71 0 1 1 White
56 0 3 3 White
53 0 0 0 White
85 0 1 0 White
49 0 4 0 White
68 0 0 0 White
72 0 0 0 Black
51 2 0 0 White
68 0 0 0 White
78 0 2 2 Black
71 0 0 0 White
74 0 2 1 Black
81 3 2 1 White
55 0 3 0 Black
88 0 1 1 Black
86 0 9 1 White
61 0 3 2 White
51 2 2 1 Black
77 0 0 0 White
70 0 1 1 White
78 0 0 0 Black
79 0 2 1 Black
87 0 1 1 White
54 1 1 1 Black
85 0 2 0 White
74 0 5 9 White
80 1 0 0 Black
71 0 2 2 White
71 0 1 1 White
67 0 2 2 Black
84 0 0 0 Black
73 0 3 3 White
68 0 1 1 White
82 0 2 1 White
69 0 9 9 White
80 0 1 1 Black
59 0 0 0 White
62 0 0 0 White
39 1 0 0 Black
69 0 2 2 White
58 0 0 0 White
80 0 2 2 White
86 0 1 1 White
81 0 7 5 White
57 0 0 0 White
87 0 4 4 White
67 0 5 1 White
51 1 4 3 Black
74 0 0 0 Black
52 0 9 9 White
52 1 2 1 Black
80 0 0 0 White
53 3 0 0 White
48 0 0 0 White
76 0 9 9 White
73 2 5 5 White
64 1 1 1 Black
73 2 0 0 White
55 3 0 0 Black
60 3 0 0 White
47 1 9 5 White
75 0 0 0 Other
85 0 0 0 White
62 0 2 2 Black
76 0 2 2 White
33 1 1 1 Black
80 0 1 1 Black
75 0 2 2 White
76 0 9 5 White
71 0 5 3 Black
57 3 0 0 Black
66 0 1 1 White
36 2 1 1 White
77 0 1 1 White
73 0 1 0 White
69 0 9 1 Black
94 0 0 0 White
70 0 0 0 White
88 0 2 1 Black
86 0 9 9 Black
40 1 0 0 Black
82 0 1 1 White
85 0 2 1 Black
41 2 1 3 White
82 0 1 1 White
69 0 0 0 White
46 1 3 1 Other
49 0 3 3 White
70 0 0 0 White
75 0 1 1 Black
61 0 0 0 White
72 2 7 7 White
84 0 6 0 Black
75 0 1 2 White
83 0 2 9 Black
66 0 1 0 White
73 0 0 0 White
68 0 0 0 Black
70 0 1 1 White
75 1 1 1 Black
81 0 1 1 Other
61 2 9 9 Black
63 0 0 0 White
82 0 0 0 White
57 0 2 0 White
64 0 0 0 White
64 0 0 0 White
71 0 1 1 White
82 0 0 0 Black
66 1 4 4 Black
62 1 0 0 White
67 0 1 2 White
58 0 0 0 White
60 0 2 2 Black
88 0 0 0 White
73 3 2 0 Black
74 0 1 4 Black
72 0 5 1 Black
89 0 3 2 Black
75 0 3 3 Black
60 1 0 0 White
55 0 9 9 Other
76 0 0 0 White
64 0 5 5 Black
68 0 0 0 White
76 1 3 3 Black
68 0 1 0 White
77 0 1 1 White
66 0 3 0 Other
67 0 0 0 White
82 3 4 4 Black
50 1 3 3 White
72 0 1 1 Black
61 0 0 0 White
49 0 0 0 White
83 0 0 0 White
64 0 2 2 Black
77 1 0 0 White
78 3 0 0 Black
80 0 0 0 White
84 0 0 0 White
57 0 9 9 White
49 1 0 0 Black
77 0 1 0 Black
66 3 1 0 Black
57 1 8 8 White
64 0 1 1 Black
74 0 1 1 White
46 0 1 1 White
78 0 1 0 White
71 0 2 1 White
35 2 1 1 Black
43 1 0 0 Black
55 0 3 3 White
47 1 0 0 White
62 0 2 0 White
63 1 1 1 Black
89 0 2 9 White
66 0 0 0 Black
89 0 1 0 White
48 1 9 0 White
63 3 3 3 Black
92 0 9 1 White
82 0 0 0 White
92 0 2 1 White
78 0 4 4 White
90 0 1 1 White
75 0 2 0 Black
49 1 9 9 White
59 0 1 1 White
53 1 1 1 White
85 0 2 0 Black
85 0 0 0 White
65 0 2 1 White
18 2 0 0 White
57 0 0 0 White
50 0 0 0 White
93 1 1 0 White
81 0 0 0 White
88 0 0 0 Black
58 0 0 0 White
50 1 5 0 White
78 0 9 0 White
44 0 9 0 White
73 0 0 0 Black
80 0 0 0 White
67 0 1 1 White
73 0 1 1 Black
58 0 0 0 White
53 1 0 0 White
84 0 2 2 White
74 0 3 1 White
74 0 6 3 White
57 3 0 0 White
82 0 2 2 White
65 0 6 6 White
62 0 1 1 Black
75 0 1 1 White
72 0 1 0 Black
46 2 0 0 White
48 0 3 3 Black
81 0 9 0 Black
76 0 6 0 Black
78 0 0 0 Black
79 0 2 2 White
34 0 0 0 White
33 3 1 1 White
67 0 1 1 White
19 3 2 2 Hispanic.Latino
61 0 0 0 Black
66 0 2 2 White
76 0 4 4 White
75 0 0 0 White
85 0 0 0 White
48 3 1 1 Black
70 0 2 2 White
70 0 1 1 White
69 0 1 1 White
66 0 0 0 White
80 0 3 0 White
79 0 8 1 White
81 0 0 0 White
64 0 2 0 Black
60 0 2 2 Black
65 0 2 0 White
59 1 9 9 Black
54 0 2 1 White
63 0 0 0 White
89 0 1 1 White
77 0 1 1 White
60 0 3 1 White
78 0 3 3 White
80 0 8 1 White
51 0 6 3 White
60 0 0 0 Black
71 0 0 0 Black
66 0 3 0 White
48 1 9 5 Black
75 0 5 5 White
46 3 9 1 White
84 0 1 0 Black
56 0 0 0 White
62 1 9 9 Black
57 0 2 2 Black
84 0 1 0 White
71 0 1 1 White
83 0 3 2 White
47 0 9 9 White
81 0 1 0 White
60 0 0 0 White
88 0 4 4 White
68 1 2 1 White
86 1 1 1 Other
74 0 1 1 White
65 1 4 0 White
89 0 6 6 White
74 0 4 2 White
81 0 1 1 Other
69 0 0 0 White
70 0 2 0 Other
41 1 4 4 White
56 0 0 0 Black
75 0 3 0 White
75 0 4 2 White
72 3 0 0 White
66 0 0 0 White
84 0 0 0 White
52 0 0 0 White
82 0 8 8 White
80 0 3 0 White
64 0 3 3 Black
88 0 1 1 Black
84 0 0 0 White
60 0 0 0 White
68 2 1 1 White
61 0 3 0 White
78 0 3 3 Black
84 0 0 0 White
75 0 3 3 White
77 0 6 4 White
76 0 1 1 White
94 0 6 6 Black
67 2 2 2 White
51 0 0 0 Asian
55 0 2 2 White
66 0 3 2 Black
49 0 6 6 Black
69 0 0 0 Black
84 0 2 1 White
64 0 1 0 Black
43 2 0 0 White
69 0 1 2 Black
62 0 0 0 White
79 0 0 0 Black
77 0 3 2 White
50 0 4 9 Black
61 0 9 8 White
46 1 6 3 White
72 0 1 1 White
81 0 1 1 White
72 0 9 9 Black
57 0 3 9 White
80 0 1 0 White
38 2 0 0 White
45 2 0 0 Hispanic.Latino
88 0 1 0 White
61 0 0 0 White
72 0 0 0 White
65 0 1 1 White
67 0 1 1 White
51 0 0 0 Black
54 3 2 1 Black
51 0 2 2 Other
72 0 0 0 White
74 0 1 1 Black
89 0 0 0 White
43 2 9 9 White
84 0 6 3 White
64 0 8 8 White
64 0 0 0 Black
63 0 2 2 White
89 0 1 0 White
76 0 2 2 White
74 0 0 0 White
80 0 1 1 White
66 0 4 0 Black
75 0 0 0 White
56 0 9 9 Black
47 0 0 0 White
60 0 5 5 White
21 1 9 1 White
60 0 2 2 White
72 0 0 0 Black
56 0 2 0 White
65 0 0 0 White
45 0 1 1 White
73 0 0 0 White
72 0 2 1 White
80 0 2 2 White
99 3 6 1 Hispanic.Latino
71 0 9 8 White
35 0 1 1 Black
66 0 1 1 White
51 2 1 1 White
59 2 3 3 Black
66 0 0 0 White
73 0 2 0 White
56 0 0 0 White
44 0 3 1 White
75 0 0 0 White
82 0 0 0 White
79 0 0 0 White
75 0 1 1 Black
82 0 1 1 White
80 0 3 2 White
52 1 1 1 Black
79 1 0 0 White
82 0 3 0 White
63 0 2 2 White
77 0 1 1 Black
84 1 0 0 White
69 1 0 0 Black
59 0 0 0 White
79 0 6 0 Black
85 0 0 0 White
67 0 0 0 White
90 3 0 0 White
71 0 1 0 White
80 0 2 2 Black
75 0 0 0 White
87 0 1 1 White
78 0 2 1 White
45 3 4 1 White
88 0 0 0 White
79 0 0 0 White
83 0 0 0 White
53 1 3 3 White
57 1 9 1 Other
53 0 3 0 White
73 0 3 0 Black
80 0 5 3 Black
68 0 2 2 White
68 0 0 0 Black
73 0 0 0 White
82 0 0 0 White
77 1 1 0 Black
91 0 6 9 White
92 0 2 0 White
62 0 3 3 White
52 1 0 0 Black
74 0 9 8 White
66 0 1 1 White
66 0 2 2 White
64 0 3 1 White
74 0 0 0 Hispanic.Latino
69 0 1 1 White
75 0 1 1 Black
71 0 0 0 White
75 0 2 1 White
78 0 0 0 White
67 0 0 0 Black
65 0 5 6 White
80 0 0 0 White
60 0 9 9 Black
78 0 1 1 Black
76 0 2 0 Black
75 0 1 1 White
84 0 4 0 White
77 0 0 0 Black
52 0 9 9 White
59 0 9 5 Black
61 0 3 3 Other
74 0 4 4 White
70 0 5 3 White
70 0 3 3 White
86 0 4 2 White
58 0 3 0 White
47 0 1 1 White
57 1 9 9 White
85 0 1 0 White
81 0 1 0 White
84 0 0 0 White
75 0 5 3 White
73 0 2 2 White
59 0 2 1 Black
70 0 0 0 White
47 3 3 3 White
81 0 9 9 Black
74 0 1 1 Black
62 0 1 0 White
84 0 9 9 White
69 3 0 0 White
50 0 2 1 White
85 0 9 0 White
76 0 3 0 White
27 0 0 0 White
75 1 3 3 Other
78 1 2 9 Black
20 1 2 0 Other
93 0 0 0 White
64 0 5 5 White
65 0 1 1 Black
93 0 1 1 White
81 0 9 9 Black
70 0 2 0 White
63 1 9 9 White
70 0 1 1 Black
77 0 0 0 White
52 0 0 0 White
53 0 0 0 Black
85 0 1 1 White
70 0 1 1 Black
57 0 0 0 White
45 2 2 2 Black
72 0 3 3 White
77 0 1 1 White
72 0 0 0 White
88 0 0 0 White
59 0 9 0 White
83 0 0 0 Black
68 0 0 0 White
65 0 9 9 White
50 0 4 2 Black
73 0 6 6 White
60 0 6 1 White
62 0 1 1 White
37 2 4 2 White
50 0 1 1 White
56 0 0 0 White
39 3 3 2 White
48 0 5 3 White
67 2 1 1 White
63 1 2 2 Black
81 0 2 2 White
70 0 0 0 Black
65 0 0 0 White
71 0 2 2 Black
71 0 2 1 White
84 0 0 0 White
62 0 1 1 White
66 0 3 0 Black
78 0 4 0 White
74 0 0 0 White
64 0 1 1 Asian
61 0 0 0 Asian
73 0 5 0 White
67 0 2 2 Black
82 0 2 2 White
73 0 1 1 White
68 0 5 3 Black
85 0 0 0 Hispanic.Latino
99 3 9 9 White
65 0 0 0 White
62 0 4 4 White
75 3 1 1 Black
57 0 3 3 Other
72 0 0 0 White
72 0 1 0 White
87 0 1 1 White
74 0 0 0 White
70 0 1 1 Black
80 0 1 1 White
51 0 9 0 White
63 0 0 0 White
85 0 2 0 White
54 1 3 1 White
59 0 3 0 White
72 0 0 0 White
91 0 0 0 White
66 0 1 1 Black
85 0 1 0 White
59 0 3 3 White
82 0 2 2 Black
63 0 3 3 White
69 0 0 0 White
52 1 3 2 White
62 0 0 0 Black
59 2 0 0 White
58 0 0 0 White
75 0 3 3 Black
67 0 2 0 White
78 0 9 9 White
59 0 9 4 Black
79 1 3 2 Black
30 2 9 5 White
33 2 0 0 White
47 1 0 0 White
77 0 0 0 White
67 0 0 0 Black
78 0 0 0 White
65 0 0 0 White
36 0 0 0 White
46 2 9 9 White
36 3 0 0 Black
75 0 3 6 White
35 3 0 0 Black
36 0 1 1 Asian
39 3 9 0 White
37 3 9 0 White
31 0 0 0 White
63 0 1 1 Black
25 0 4 4 Black
43 3 0 0 Black
57 1 9 9 White
59 0 0 0 Black
59 1 0 0 White
32 2 2 1 White
28 3 0 0 White
56 0 5 5 White
36 2 0 0 White
32 0 0 0 Black
50 2 0 0 White
38 2 2 2 White
27 2 3 3 White
33 2 0 0 Black
39 2 2 2 White
47 1 2 2 White
66 1 0 0 Other
46 0 0 0 Black
42 0 0 0 Black
84 0 1 1 White
26 0 0 0 White
35 2 4 4 White
59 0 0 0 White
27 0 6 6 White
42 0 9 3 White
53 0 2 2 White
25 0 0 0 White
65 0 5 3 White
26 0 2 1 White
33 0 1 2 White
33 3 7 0 White
82 0 9 6 White
35 0 0 0 White
75 0 3 2 White
35 0 6 6 White
31 2 0 0 White
28 0 9 6 White
34 2 1 2 White
30 2 0 0 Black
43 1 0 0 White
41 0 9 9 White
36 0 2 1 Hispanic.Latino
38 0 0 0 White
46 3 6 6 White
20 0 0 0 Asian
67 0 2 2 Black
47 2 6 6 White
41 1 9 4 Black
62 0 9 8 White
84 0 0 0 White
38 0 0 0 White
55 1 3 3 White
41 2 2 2 White
26 0 5 3 White
29 0 2 2 White
25 2 2 0 White
80 0 0 0 Black
31 0 1 1 Black
42 3 0 0 Hispanic.Latino
26 1 4 6 White
52 0 6 6 White
88 1 0 0 Black
46 3 0 0 White
60 2 0 0 White
18 3 6 3 White
54 0 0 0 White
53 0 0 0 White
21 0 5 5 Hispanic.Latino
25 0 9 0 Hispanic.Latino
40 2 2 0 White
36 3 2 2 White
60 0 0 0 White
51 0 0 0 White
48 1 2 2 White
32 2 9 9 White
45 0 5 5 White
46 2 3 3 Black
38 2 2 2 White
65 0 1 1 White
58 0 1 1 White
64 0 0 0 White
28 0 4 4 Hispanic.Latino
31 2 9 9 White
36 1 9 2 White
30 0 9 9 White
51 3 0 0 Other
57 0 7 7 White
28 2 0 0 White
37 0 0 0 White
54 0 9 9 White
61 0 0 0 White
30 0 3 2 White
36 2 0 0 White
47 1 0 0 White
39 3 3 3 White
29 0 0 0 White
25 2 5 2 Hispanic.Latino
37 0 0 0 White
34 3 9 9 White
30 3 9 0 Other
32 0 9 9 White
26 0 2 2 White
32 3 0 0 White
36 3 0 0 Black
58 0 0 0 Black
27 0 1 9 Black
38 2 0 0 White
33 0 9 9 White
40 1 0 0 White
38 3 0 0 Hispanic.Latino
90 0 0 0 White
46 0 0 0 White
31 3 0 0 White
29 3 0 0 Other
49 3 6 0 White
28 1 9 0 White
33 3 0 0 Black
66 0 2 2 White
81 0 3 3 White
56 3 0 0 White
31 2 5 4 Black
39 3 1 9 White
19 0 0 0 Hispanic.Latino
63 0 1 1 Black
45 1 2 0 White
61 1 0 0 White
60 1 0 0 White
18 0 1 9 Other
40 0 0 0 White
26 0 0 0 Black
72 0 1 1 White
46 0 0 0 White
44 1 0 0 White
24 2 9 0 White
71 0 2 1 White
50 2 1 0 Black
50 1 6 6 Black
41 2 1 0 White
56 2 0 0 White
42 1 2 3 Black
52 0 0 0 White
39 2 0 0 White
47 2 0 0 White
33 0 0 0 White
45 0 1 0 White
65 0 1 0 Black
32 0 9 9 White
22 0 4 4 White
65 3 3 2 White
36 0 0 0 Black
76 0 0 0 White
42 0 0 0 White
39 1 0 0 Other
87 0 0 0 White
35 1 0 0 Hispanic.Latino
65 0 2 1 Hispanic.Latino
65 0 0 0 Asian
40 1 6 6 Black
81 0 0 0 Other
56 0 0 0 Asian
63 0 0 0 White
35 3 0 0 White
46 2 3 3 White
48 1 0 0 White
50 2 1 1 White
56 0 3 3 Black
45 0 0 0 White
30 0 0 0 White
24 0 0 0 Hispanic.Latino
31 3 8 0 Other
28 0 0 0 Black
29 0 2 0 White
41 2 0 0 White
76 0 0 0 Black
64 0 2 1 Black
28 0 9 2 White
50 0 4 2 Hispanic.Latino
20 0 0 0 White
23 0 0 0 Black
44 1 9 9 White
45 2 9 9 Other
42 2 0 0 White
35 1 0 0 White
30 0 5 5 White
66 0 3 6 Black
30 0 0 0 White
84 0 2 2 White
28 2 9 9 White
47 0 1 1 White
70 0 0 0 White
44 0 3 1 Black
70 0 0 0 White
33 0 3 2 Other
