age Q1..Health.Quality DEMOGRAPHICS...GENDER Q4..Number.of.People.in.HH Q5..Children.in.HH Q18..College.Degree Q19.20..Race...Ethnicity week trump_approve_score Social.Distancing.Adherence age_race_ethnicity_asian age_race_ethnicity_black age_race_ethnicity_hispanic age_race_ethnicity_other age_race_ethnicity_white
77 2 Female 2 0 FALSE Black 4 1 0 0 77 0 0 0
60 2 Female 2 3 FALSE Black 4 3 0 0 60 0 0 0
47 1 Male 5 2 TRUE Other 4 1 1 0 0 0 47 0
84 3 Female 2 1 FALSE White 4 5 1 0 0 0 0 84
51 2 Female 2 0 FALSE White 4 5 1 0 0 0 0 51
65 3 Female 4 3 TRUE White 4 5 0 0 0 0 0 65
70 2 Female 1 0 TRUE Black 4 1 1 0 70 0 0 0
70 3 Female 3 0 FALSE Black 4 2 1 0 70 0 0 0
39 2 Female 3 1 FALSE White 4 3 0 0 0 0 0 39
85 2 Male 3 0 FALSE White 4 4 1 0 0 0 0 85
60 3 Female 2 0 TRUE White 4 1 1 0 0 0 0 60
48 2 Female 4 3 FALSE Black 4 1 0 0 48 0 0 0
64 1 Female 3 0 FALSE White 4 5 1 0 0 0 0 64
71 3 Female 2 0 FALSE Black 4 1 0 0 71 0 0 0
75 2 Female 2 0 FALSE White 4 5 0 0 0 0 0 75
56 3 Male 2 0 TRUE White 4 2 1 0 0 0 0 56
56 3 Male 2 0 TRUE White 4 5 1 0 0 0 0 56
71 3 Female 2 0 TRUE White 4 5 1 0 0 0 0 71
75 1 Female 2 0 FALSE White 4 4 1 0 0 0 0 75
54 3 Female 2 0 TRUE White 4 3 0 0 0 0 0 54
58 3 Female 2 1 TRUE White 4 1 1 0 0 0 0 58
58 2 Male 2 0 FALSE Black 4 1 0 0 58 0 0 0
87 2 Female 2 3 TRUE Black 4 1 1 0 87 0 0 0
48 3 Female 5 0 TRUE Asian 4 1 1 48 0 0 0 0
83 2 Female 5 0 FALSE White 4 1 1 0 0 0 0 83
28 1 Female 2 0 FALSE White 4 3 0 0 0 0 0 28
76 0 Female 1 0 FALSE Other 4 1 1 0 0 0 76 0
78 2 Female 2 0 TRUE White 4 1 1 0 0 0 0 78
60 3 Female 1 0 TRUE Black 4 1 1 0 60 0 0 0
78 2 Male 2 0 FALSE Other 4 4 0 0 0 0 78 0
90 2 Female 3 1 TRUE White 4 5 0 0 0 0 0 90
85 2 Female 2 0 FALSE White 4 3 0 0 0 0 0 85
74 2 Female 2 0 FALSE White 4 1 1 0 0 0 0 74
90 3 Female 2 0 FALSE White 4 1 1 0 0 0 0 90
77 1 Female 5 1 FALSE White 4 3 1 0 0 0 0 77
69 2 Female 4 0 TRUE Black 4 1 1 0 69 0 0 0
76 2 Female 1 0 FALSE Black 4 1 0 0 76 0 0 0
67 1 Female 2 0 FALSE Black 4 1 1 0 67 0 0 0
49 2 Male 3 0 FALSE White 4 5 0 0 0 0 0 49
75 2 Male 1 0 TRUE White 4 4 1 0 0 0 0 75
79 2 Female 3 0 FALSE White 4 1 1 0 0 0 0 79
71 3 Male 4 0 TRUE White 4 2 1 0 0 0 0 71
69 1 Female 4 2 FALSE Black 4 1 1 0 69 0 0 0
63 3 Female 1 0 TRUE White 4 1 0 0 0 0 0 63
47 3 Female 4 1 TRUE White 4 4 0 0 0 0 0 47
84 2 Female 2 1 TRUE White 4 1 1 0 0 0 0 84
66 3 Female 2 0 TRUE White 4 5 1 0 0 0 0 66
42 3 Female 2 0 TRUE White 4 3 1 0 0 0 0 42
66 2 Male 5 0 TRUE White 4 3 1 0 0 0 0 66
86 1 Female 3 1 FALSE Black 4 1 1 0 86 0 0 0
76 2 Female 2 0 FALSE White 4 4 0 0 0 0 0 76
87 1 Female 1 0 TRUE White 4 4 1 0 0 0 0 87
68 2 Female 2 0 FALSE White 4 1 1 0 0 0 0 68
61 1 Male 3 0 TRUE White 4 3 0 0 0 0 0 61
83 3 Female 1 0 FALSE White 4 5 0 0 0 0 0 83
60 3 Male 3 0 TRUE White 4 3 1 0 0 0 0 60
72 2 Male 1 0 FALSE Black 4 1 1 0 72 0 0 0
78 2 Male 2 0 TRUE White 4 5 1 0 0 0 0 78
75 2 Female 2 0 FALSE White 4 5 1 0 0 0 0 75
65 1 Male 3 0 TRUE White 4 5 1 0 0 0 0 65
68 3 Male 6 0 FALSE White 4 5 1 0 0 0 0 68
83 1 Female 2 1 FALSE White 4 4 0 0 0 0 0 83
34 2 Female 5 3 TRUE White 4 3 1 0 0 0 0 34
72 2 Male 4 0 TRUE White 4 3 0 0 0 0 0 72
63 1 Female 2 0 FALSE White 4 1 1 0 0 0 0 63
49 1 Female 3 0 FALSE Other 4 2 1 0 0 0 49 0
49 2 Female 2 0 FALSE White 4 4 1 0 0 0 0 49
65 3 Female 3 3 FALSE Black 4 1 1 0 65 0 0 0
65 1 Female 2 0 FALSE White 4 3 1 0 0 0 0 65
70 2 Male 2 0 TRUE White 4 1 1 0 0 0 0 70
81 3 Female 4 2 FALSE White 4 3 1 0 0 0 0 81
80 1 Female 1 1 FALSE White 4 5 1 0 0 0 0 80
87 1 Female 1 0 FALSE White 4 5 1 0 0 0 0 87
73 3 Male 2 2 FALSE White 4 5 0 0 0 0 0 73
79 2 Female 3 0 FALSE White 4 3 1 0 0 0 0 79
69 2 Female 3 0 FALSE White 4 5 1 0 0 0 0 69
72 3 Female 2 0 TRUE White 4 1 0 0 0 0 0 72
83 2 Male 1 0 FALSE White 4 3 1 0 0 0 0 83
86 2 Female 1 0 FALSE White 4 1 0 0 0 0 0 86
89 1 Female 2 0 FALSE Black 4 1 1 0 89 0 0 0
79 3 Female 1 0 FALSE Black 4 1 1 0 79 0 0 0
75 3 Male 2 0 TRUE Black 4 1 0 0 75 0 0 0
50 1 Male 4 0 TRUE White 4 4 0 0 0 0 0 50
72 2 Male 4 0 TRUE White 4 1 0 0 0 0 0 72
62 3 Female 3 0 TRUE White 4 5 1 0 0 0 0 62
64 1 Male 1 1 FALSE White 4 4 1 0 0 0 0 64
59 0 Female 2 0 FALSE White 4 5 0 0 0 0 0 59
78 1 Male 3 0 FALSE White 4 5 0 0 0 0 0 78
91 2 Female 2 0 FALSE White 4 5 1 0 0 0 0 91
74 3 Male 2 0 TRUE Other 4 1 0 0 0 0 74 0
56 2 Female 2 0 TRUE White 4 5 1 0 0 0 0 56
71 2 Female 2 1 FALSE White 4 3 0 0 0 0 0 71
83 3 Male 2 0 FALSE White 4 2 0 0 0 0 0 83
68 3 Male 2 0 TRUE White 4 3 1 0 0 0 0 68
80 2 Female 1 0 FALSE White 4 5 1 0 0 0 0 80
71 2 Female 2 0 FALSE Hispanic.Latino 4 1 1 0 0 71 0 0
51 1 Male 2 0 FALSE White 4 3 0 0 0 0 0 51
92 2 Female 3 3 FALSE Black 4 1 0 0 92 0 0 0
64 3 Male 2 0 TRUE White 4 1 1 0 0 0 0 64
70 2 Male 2 0 TRUE Other 4 1 1 0 0 0 70 0
47 2 Female 4 1 TRUE White 4 3 0 0 0 0 0 47
55 2 Female 2 3 TRUE Black 4 1 1 0 55 0 0 0
85 2 Female 1 1 TRUE White 4 2 1 0 0 0 0 85
85 3 Male 1 0 FALSE White 4 4 1 0 0 0 0 85
68 2 Female 2 0 FALSE White 4 1 0 0 0 0 0 68
81 2 Female 1 0 TRUE White 4 5 0 0 0 0 0 81
78 2 Female 2 0 FALSE White 4 4 0 0 0 0 0 78
73 3 Female 2 3 FALSE White 4 1 1 0 0 0 0 73
58 2 Female 2 3 TRUE White 4 1 1 0 0 0 0 58
72 3 Female 5 1 FALSE White 4 2 1 0 0 0 0 72
67 1 Female 2 0 FALSE White 4 1 0 0 0 0 0 67
59 2 Female 2 0 FALSE White 4 1 1 0 0 0 0 59
58 2 Male 2 0 FALSE White 4 3 1 0 0 0 0 58
63 2 Female 2 0 TRUE Black 4 1 0 0 63 0 0 0
81 2 Male 1 0 FALSE White 4 5 0 0 0 0 0 81
62 2 Female 1 0 TRUE White 4 5 1 0 0 0 0 62
61 3 Female 3 0 TRUE White 4 2 0 0 0 0 0 61
64 1 Female 1 0 TRUE White 4 1 1 0 0 0 0 64
84 1 Female 1 0 FALSE Black 4 1 0 0 84 0 0 0
59 3 Female 2 0 FALSE White 4 3 1 0 0 0 0 59
76 2 Female 2 0 FALSE White 4 3 0 0 0 0 0 76
68 2 Male 2 0 TRUE White 4 3 1 0 0 0 0 68
73 3 Male 2 0 FALSE White 4 2 1 0 0 0 0 73
61 3 Female 3 0 TRUE White 4 1 1 0 0 0 0 61
82 2 Male 2 0 TRUE White 4 1 0 0 0 0 0 82
55 3 Female 5 3 FALSE White 4 3 0 0 0 0 0 55
65 3 Female 2 0 TRUE White 4 2 1 0 0 0 0 65
43 3 Female 4 0 TRUE White 4 3 1 0 0 0 0 43
67 3 Male 2 0 FALSE Black 4 1 1 0 67 0 0 0
93 3 Female 1 0 FALSE White 4 1 0 0 0 0 0 93
58 2 Male 3 2 FALSE Black 4 2 1 0 58 0 0 0
21 2 Male 4 0 FALSE Hispanic.Latino 4 1 0 0 0 21 0 0
79 3 Female 2 0 TRUE Black 4 1 1 0 79 0 0 0
63 0 Female 1 0 FALSE White 4 3 0 0 0 0 0 63
78 3 Female 2 0 TRUE Black 4 1 1 0 78 0 0 0
57 2 Female 5 0 FALSE White 4 3 1 0 0 0 0 57
99 0 Male 9 3 TRUE Other 4 1 0 0 0 0 99 0
74 2 Male 2 0 FALSE Other 4 1 0 0 0 0 74 0
76 2 Male 4 1 TRUE White 4 4 1 0 0 0 0 76
77 2 Male 1 0 TRUE Black 4 1 1 0 77 0 0 0
59 0 Female 2 0 FALSE White 4 3 0 0 0 0 0 59
61 1 Female 2 0 TRUE Black 4 1 1 0 61 0 0 0
86 1 Male 2 0 FALSE White 4 2 0 0 0 0 0 86
58 2 Female 2 0 TRUE Black 4 1 1 0 58 0 0 0
66 2 Female 2 0 FALSE Black 4 1 1 0 66 0 0 0
63 3 Female 5 0 FALSE Black 4 1 0 0 63 0 0 0
73 2 Female 1 1 FALSE White 4 4 1 0 0 0 0 73
78 1 Female 2 0 TRUE White 4 5 1 0 0 0 0 78
91 1 Female 1 0 FALSE White 4 3 0 0 0 0 0 91
66 3 Male 4 1 FALSE White 4 3 0 0 0 0 0 66
30 2 Male 2 2 TRUE White 4 1 1 0 0 0 0 30
20 3 Male 3 0 FALSE White 4 1 1 0 0 0 0 20
81 2 Female 1 0 TRUE White 4 1 1 0 0 0 0 81
67 3 Male 3 0 FALSE Black 4 1 0 0 67 0 0 0
55 0 Male 7 2 FALSE Hispanic.Latino 4 2 1 0 0 55 0 0
64 2 Female 2 0 FALSE White 4 3 1 0 0 0 0 64
87 0 Male 1 0 FALSE Black 4 1 0 0 87 0 0 0
53 3 Female 8 3 TRUE White 4 3 0 0 0 0 0 53
44 2 Male 2 0 FALSE White 4 3 0 0 0 0 0 44
83 3 Female 2 0 FALSE Black 4 1 0 0 83 0 0 0
77 2 Female 1 0 FALSE White 4 1 1 0 0 0 0 77
69 2 Male 1 0 FALSE White 4 3 0 0 0 0 0 69
68 2 Female 2 0 TRUE White 4 5 1 0 0 0 0 68
46 2 Female 5 1 FALSE White 4 3 1 0 0 0 0 46
72 1 Male 1 0 TRUE White 4 1 1 0 0 0 0 72
73 3 Female 2 0 TRUE Black 4 1 1 0 73 0 0 0
45 1 Female 3 2 TRUE Other 4 5 1 0 0 0 45 0
65 2 Male 2 0 FALSE Black 4 1 0 0 65 0 0 0
78 3 Female 2 0 FALSE White 4 5 1 0 0 0 0 78
67 1 Male 2 0 TRUE Black 4 1 0 0 67 0 0 0
81 2 Female 1 0 TRUE White 4 1 1 0 0 0 0 81
52 2 Male 4 0 TRUE Asian 4 1 1 52 0 0 0 0
71 3 Male 1 1 FALSE White 4 1 1 0 0 0 0 71
42 2 Female 9 3 TRUE White 4 1 1 0 0 0 0 42
90 2 Female 1 0 FALSE White 4 1 1 0 0 0 0 90
92 3 Female 4 1 TRUE White 4 2 1 0 0 0 0 92
79 3 Female 2 0 TRUE White 4 3 1 0 0 0 0 79
39 3 Female 6 3 FALSE White 4 3 0 0 0 0 0 39
58 2 Male 4 1 FALSE White 4 1 0 0 0 0 0 58
59 3 Female 2 0 TRUE White 4 4 1 0 0 0 0 59
37 3 Female 4 0 TRUE White 4 5 1 0 0 0 0 37
81 1 Male 2 0 TRUE White 4 5 1 0 0 0 0 81
65 1 Male 1 0 FALSE White 4 5 1 0 0 0 0 65
45 2 Female 1 0 TRUE White 4 1 1 0 0 0 0 45
72 2 Male 2 0 FALSE White 4 3 1 0 0 0 0 72
38 2 Male 5 2 FALSE White 4 3 0 0 0 0 0 38
53 3 Female 5 0 FALSE White 4 5 0 0 0 0 0 53
65 3 Female 2 0 FALSE White 4 4 1 0 0 0 0 65
78 2 Female 1 0 FALSE White 4 2 0 0 0 0 0 78
70 2 Male 2 0 FALSE Black 4 1 0 0 70 0 0 0
50 1 Male 1 0 FALSE Black 4 2 1 0 50 0 0 0
61 2 Male 9 0 TRUE Black 4 1 0 0 61 0 0 0
78 1 Female 1 0 TRUE White 4 5 1 0 0 0 0 78
63 2 Female 2 0 FALSE White 4 5 0 0 0 0 0 63
73 2 Female 3 1 TRUE Black 4 1 1 0 73 0 0 0
66 2 Female 2 0 TRUE Black 4 1 1 0 66 0 0 0
75 2 Male 2 0 FALSE White 4 3 1 0 0 0 0 75
57 3 Female 4 0 TRUE Black 4 1 0 0 57 0 0 0
67 3 Female 3 1 FALSE White 4 1 0 0 0 0 0 67
55 2 Female 3 0 FALSE White 4 2 1 0 0 0 0 55
47 3 Female 3 2 TRUE White 4 3 0 0 0 0 0 47
71 2 Female 2 0 FALSE White 4 1 1 0 0 0 0 71
84 2 Male 3 0 FALSE White 4 5 0 0 0 0 0 84
75 3 Male 1 0 FALSE White 4 2 1 0 0 0 0 75
80 2 Female 2 1 FALSE White 4 1 1 0 0 0 0 80
66 2 Female 6 3 FALSE Black 4 1 1 0 66 0 0 0
72 2 Male 2 0 TRUE White 4 5 1 0 0 0 0 72
59 2 Female 1 0 FALSE White 4 3 0 0 0 0 0 59
53 3 Female 2 0 FALSE Black 4 1 1 0 53 0 0 0
69 2 Female 1 0 FALSE White 4 5 0 0 0 0 0 69
64 2 Male 2 0 TRUE Other 4 1 1 0 0 0 64 0
69 1 Male 2 0 FALSE White 4 3 1 0 0 0 0 69
29 0 Female 3 0 TRUE Hispanic.Latino 4 4 1 0 0 29 0 0
60 1 Female 5 2 FALSE Black 4 1 0 0 60 0 0 0
62 1 Female 2 0 TRUE Black 4 1 1 0 62 0 0 0
56 0 Female 3 0 FALSE White 4 5 1 0 0 0 0 56
90 0 Female 3 0 FALSE White 4 4 1 0 0 0 0 90
62 2 Female 2 0 FALSE Black 4 2 1 0 62 0 0 0
88 3 Female 1 0 TRUE White 4 2 0 0 0 0 0 88
68 1 Female 1 0 FALSE White 4 3 0 0 0 0 0 68
70 1 Female 5 3 FALSE Black 4 1 1 0 70 0 0 0
71 1 Female 2 0 TRUE White 4 2 1 0 0 0 0 71
81 2 Male 1 0 FALSE White 4 1 0 0 0 0 0 81
55 2 Male 5 0 FALSE White 4 5 0 0 0 0 0 55
55 3 Male 3 0 FALSE White 4 5 0 0 0 0 0 55
75 3 Male 2 0 FALSE White 4 5 1 0 0 0 0 75
78 2 Female 2 0 FALSE White 4 5 0 0 0 0 0 78
64 3 Female 1 0 FALSE Black 4 1 1 0 64 0 0 0
58 2 Male 1 0 TRUE Other 4 1 0 0 0 0 58 0
75 2 Male 9 0 FALSE Black 4 1 1 0 75 0 0 0
78 2 Female 1 0 FALSE Black 4 1 0 0 78 0 0 0
62 2 Female 3 0 FALSE Black 4 1 1 0 62 0 0 0
75 2 Female 2 1 FALSE White 4 5 1 0 0 0 0 75
58 1 Female 2 0 FALSE White 4 3 0 0 0 0 0 58
64 1 Female 4 0 TRUE Other 4 5 1 0 0 0 64 0
77 2 Female 3 0 TRUE White 4 3 1 0 0 0 0 77
80 1 Female 4 2 FALSE Black 4 1 1 0 80 0 0 0
78 3 Male 2 0 FALSE White 4 1 1 0 0 0 0 78
67 2 Female 3 0 TRUE Black 4 2 0 0 67 0 0 0
64 0 Male 2 0 TRUE White 4 5 0 0 0 0 0 64
53 2 Female 5 1 TRUE White 4 5 1 0 0 0 0 53
76 2 Female 2 0 FALSE White 4 4 1 0 0 0 0 76
78 2 Female 2 0 FALSE White 4 5 1 0 0 0 0 78
44 3 Male 6 2 FALSE White 4 5 1 0 0 0 0 44
71 2 Female 2 0 FALSE White 4 5 1 0 0 0 0 71
59 2 Female 2 1 FALSE White 4 1 1 0 0 0 0 59
55 2 Female 2 0 FALSE White 4 3 1 0 0 0 0 55
46 3 Female 4 0 FALSE White 4 2 1 0 0 0 0 46
99 3 Male 2 0 TRUE Other 4 3 1 0 0 0 99 0
63 2 Male 1 0 TRUE White 4 1 1 0 0 0 0 63
18 3 Female 3 1 TRUE White 4 4 0 0 0 0 0 18
92 1 Male 9 0 FALSE White 4 1 0 0 0 0 0 92
75 1 Female 2 0 FALSE White 4 5 1 0 0 0 0 75
76 2 Female 2 0 FALSE White 4 5 1 0 0 0 0 76
75 2 Male 2 0 TRUE White 4 4 0 0 0 0 0 75
70 3 Male 2 0 TRUE White 4 5 1 0 0 0 0 70
76 2 Male 2 0 TRUE Black 4 1 1 0 76 0 0 0
56 1 Female 3 1 FALSE White 4 5 1 0 0 0 0 56
66 2 Female 4 0 TRUE White 4 3 1 0 0 0 0 66
74 3 Female 2 0 TRUE White 4 1 1 0 0 0 0 74
56 3 Female 6 1 TRUE White 4 2 1 0 0 0 0 56
75 3 Female 2 0 FALSE White 4 1 1 0 0 0 0 75
73 2 Female 1 0 TRUE White 4 5 0 0 0 0 0 73
38 2 Female 6 3 FALSE White 4 3 1 0 0 0 0 38
51 2 Female 4 1 FALSE White 4 3 1 0 0 0 0 51
45 2 Female 2 0 TRUE White 4 3 1 0 0 0 0 45
72 2 Male 4 0 FALSE White 4 5 1 0 0 0 0 72
54 2 Female 3 1 TRUE Asian 4 1 1 54 0 0 0 0
84 2 Male 2 0 FALSE White 4 3 0 0 0 0 0 84
69 1 Female 2 0 TRUE White 4 3 1 0 0 0 0 69
81 1 Female 3 1 FALSE White 4 2 1 0 0 0 0 81
82 1 Female 3 1 TRUE White 4 1 1 0 0 0 0 82
56 3 Female 1 0 TRUE White 4 1 1 0 0 0 0 56
77 2 Male 1 1 FALSE White 4 4 0 0 0 0 0 77
81 0 Female 2 0 FALSE White 4 1 0 0 0 0 0 81
61 3 Female 6 2 TRUE White 4 4 0 0 0 0 0 61
64 3 Female 1 0 TRUE White 4 4 1 0 0 0 0 64
75 2 Male 2 0 TRUE White 4 5 0 0 0 0 0 75
73 3 Female 1 0 TRUE White 4 1 1 0 0 0 0 73
53 3 Male 3 1 TRUE White 4 2 1 0 0 0 0 53
68 0 Female 3 0 TRUE White 4 1 0 0 0 0 0 68
63 2 Female 2 0 FALSE White 4 1 1 0 0 0 0 63
67 2 Male 5 0 FALSE White 4 5 1 0 0 0 0 67
66 1 Female 2 0 FALSE Black 4 1 0 0 66 0 0 0
71 2 Male 1 0 FALSE White 4 2 0 0 0 0 0 71
78 1 Male 2 0 FALSE White 4 3 1 0 0 0 0 78
53 3 Female 9 3 FALSE Other 4 1 1 0 0 0 53 0
69 0 Male 1 0 TRUE White 4 5 1 0 0 0 0 69
84 2 Female 1 0 FALSE White 4 2 1 0 0 0 0 84
60 1 Female 3 0 TRUE Black 4 1 1 0 60 0 0 0
79 3 Female 2 1 TRUE Other 4 1 1 0 0 0 79 0
70 2 Female 2 1 FALSE White 4 5 0 0 0 0 0 70
61 3 Female 2 0 TRUE Black 4 1 0 0 61 0 0 0
74 2 Female 1 0 FALSE White 4 3 1 0 0 0 0 74
51 1 Male 3 1 FALSE White 4 3 1 0 0 0 0 51
64 0 Male 2 0 FALSE Black 4 2 1 0 64 0 0 0
48 2 Female 6 3 TRUE White 4 4 1 0 0 0 0 48
62 2 Female 4 0 TRUE Black 4 1 0 0 62 0 0 0
63 3 Female 2 0 TRUE White 4 3 1 0 0 0 0 63
70 3 Female 2 1 FALSE Black 4 1 1 0 70 0 0 0
72 2 Female 2 0 TRUE White 4 1 1 0 0 0 0 72
50 1 Female 2 0 FALSE White 4 3 1 0 0 0 0 50
81 2 Female 1 0 FALSE Black 4 1 0 0 81 0 0 0
50 2 Female 9 3 FALSE Other 4 5 1 0 0 0 50 0
60 3 Female 4 2 TRUE White 4 5 1 0 0 0 0 60
69 2 Male 2 0 FALSE White 4 5 1 0 0 0 0 69
69 2 Female 2 0 FALSE White 4 5 1 0 0 0 0 69
70 2 Female 3 0 FALSE White 4 4 0 0 0 0 0 70
79 3 Female 3 0 FALSE White 4 3 1 0 0 0 0 79
52 1 Male 1 0 FALSE White 4 5 0 0 0 0 0 52
65 2 Male 2 0 TRUE Black 4 1 1 0 65 0 0 0
74 3 Female 2 0 TRUE White 4 1 1 0 0 0 0 74
61 0 Female 3 0 FALSE Black 4 1 0 0 61 0 0 0
59 2 Male 4 0 TRUE Hispanic.Latino 4 5 1 0 0 59 0 0
71 2 Female 2 0 TRUE White 4 5 1 0 0 0 0 71
58 1 Male 3 1 TRUE White 4 5 0 0 0 0 0 58
58 3 Female 2 0 FALSE White 4 5 1 0 0 0 0 58
19 2 Female 3 1 FALSE White 4 3 1 0 0 0 0 19
64 1 Female 2 0 FALSE White 4 5 1 0 0 0 0 64
70 2 Female 3 0 FALSE White 4 2 1 0 0 0 0 70
59 2 Female 3 0 FALSE White 4 5 1 0 0 0 0 59
71 3 Male 2 0 TRUE White 4 5 1 0 0 0 0 71
62 2 Female 2 0 FALSE White 4 3 0 0 0 0 0 62
74 2 Female 2 0 FALSE White 4 5 0 0 0 0 0 74
47 3 Female 3 1 FALSE White 4 5 0 0 0 0 0 47
53 2 Female 2 0 TRUE White 4 1 0 0 0 0 0 53
46 2 Female 3 0 TRUE White 4 4 0 0 0 0 0 46
71 3 Male 2 0 TRUE White 4 1 1 0 0 0 0 71
62 2 Female 1 0 FALSE Black 4 1 1 0 62 0 0 0
62 2 Female 1 0 FALSE Black 4 1 0 0 62 0 0 0
50 2 Male 2 0 TRUE White 4 3 1 0 0 0 0 50
66 1 Female 2 0 FALSE Other 4 1 1 0 0 0 66 0
82 2 Female 3 1 TRUE White 4 4 1 0 0 0 0 82
73 2 Female 1 0 FALSE White 4 3 1 0 0 0 0 73
77 1 Female 3 1 FALSE White 4 3 1 0 0 0 0 77
52 3 Male 5 0 TRUE White 4 3 1 0 0 0 0 52
58 2 Female 6 3 FALSE Black 4 1 0 0 58 0 0 0
58 2 Male 3 0 TRUE Black 4 1 1 0 58 0 0 0
65 2 Female 5 1 FALSE White 4 3 0 0 0 0 0 65
73 3 Female 1 0 TRUE White 4 5 1 0 0 0 0 73
75 1 Male 1 0 FALSE White 4 5 1 0 0 0 0 75
90 3 Female 1 0 FALSE White 4 5 1 0 0 0 0 90
70 2 Female 1 0 FALSE White 4 1 1 0 0 0 0 70
80 2 Male 2 0 TRUE White 4 5 0 0 0 0 0 80
72 2 Female 1 1 FALSE White 4 1 0 0 0 0 0 72
60 2 Female 2 0 TRUE White 4 5 0 0 0 0 0 60
71 2 Female 3 0 TRUE White 4 5 0 0 0 0 0 71
82 3 Female 6 0 TRUE White 4 2 1 0 0 0 0 82
76 1 Male 3 0 TRUE White 4 1 1 0 0 0 0 76
74 3 Male 2 0 TRUE Black 4 1 1 0 74 0 0 0
64 3 Male 2 0 TRUE White 4 5 0 0 0 0 0 64
58 1 Male 3 0 FALSE Black 4 1 1 0 58 0 0 0
76 1 Female 2 0 TRUE White 4 5 1 0 0 0 0 76
62 3 Male 2 0 TRUE White 4 1 1 0 0 0 0 62
56 3 Male 3 0 TRUE White 4 2 1 0 0 0 0 56
56 0 Female 5 2 TRUE White 4 5 1 0 0 0 0 56
79 3 Female 2 0 TRUE White 4 5 1 0 0 0 0 79
76 3 Male 2 0 FALSE White 4 5 1 0 0 0 0 76
76 2 Female 2 0 TRUE Black 4 1 0 0 76 0 0 0
64 1 Female 4 0 FALSE Black 4 1 1 0 64 0 0 0
78 2 Female 1 0 FALSE White 4 3 1 0 0 0 0 78
62 3 Male 2 0 FALSE White 4 5 1 0 0 0 0 62
49 2 Female 3 1 FALSE White 4 5 1 0 0 0 0 49
42 3 Female 4 1 FALSE White 4 5 0 0 0 0 0 42
80 3 Female 2 0 TRUE White 4 5 1 0 0 0 0 80
70 2 Female 2 0 FALSE White 4 1 1 0 0 0 0 70
70 1 Female 1 0 FALSE Black 4 1 1 0 70 0 0 0
69 3 Female 3 0 FALSE White 4 2 0 0 0 0 0 69
55 3 Male 3 0 TRUE White 4 5 0 0 0 0 0 55
78 2 Female 4 1 FALSE Black 4 2 1 0 78 0 0 0
53 3 Female 2 0 TRUE White 4 5 0 0 0 0 0 53
79 3 Female 2 0 FALSE Black 4 1 1 0 79 0 0 0
71 1 Female 2 0 FALSE Black 4 1 1 0 71 0 0 0
68 2 Female 1 0 TRUE White 4 2 1 0 0 0 0 68
19 3 Male 1 0 FALSE Hispanic.Latino 4 1 1 0 0 19 0 0
70 2 Female 2 0 FALSE White 4 4 1 0 0 0 0 70
76 3 Female 2 0 TRUE White 4 1 1 0 0 0 0 76
88 2 Female 2 0 FALSE Black 4 1 0 0 88 0 0 0
87 2 Male 1 0 TRUE White 4 3 1 0 0 0 0 87
82 1 Female 2 0 FALSE White 4 2 0 0 0 0 0 82
65 3 Male 2 0 TRUE White 4 3 1 0 0 0 0 65
78 1 Male 2 2 FALSE Other 4 1 0 0 0 0 78 0
42 2 Male 1 0 FALSE White 4 4 0 0 0 0 0 42
74 3 Female 2 0 FALSE White 4 3 0 0 0 0 0 74
43 3 Female 5 3 TRUE White 4 5 0 0 0 0 0 43
61 3 Female 2 0 TRUE White 4 5 1 0 0 0 0 61
85 2 Female 1 0 TRUE White 4 1 1 0 0 0 0 85
64 3 Female 2 0 FALSE White 4 5 0 0 0 0 0 64
81 1 Female 1 0 FALSE White 4 5 1 0 0 0 0 81
88 3 Female 5 0 FALSE White 4 3 1 0 0 0 0 88
81 2 Female 1 0 TRUE White 4 5 0 0 0 0 0 81
76 2 Female 2 0 TRUE White 4 5 1 0 0 0 0 76
18 3 Male 5 2 FALSE Hispanic.Latino 4 3 1 0 0 18 0 0
84 2 Female 2 0 FALSE Black 4 1 1 0 84 0 0 0
63 1 Female 1 0 TRUE White 4 3 1 0 0 0 0 63
67 2 Male 2 3 FALSE White 4 2 1 0 0 0 0 67
72 1 Female 2 0 FALSE White 4 5 1 0 0 0 0 72
74 2 Male 1 0 TRUE Black 4 1 1 0 74 0 0 0
52 2 Male 4 2 FALSE Hispanic.Latino 4 5 0 0 0 52 0 0
79 1 Male 2 0 FALSE White 4 2 1 0 0 0 0 79
75 1 Female 1 0 FALSE White 4 5 0 0 0 0 0 75
79 3 Male 2 0 FALSE White 4 5 0 0 0 0 0 79
63 2 Female 5 2 FALSE White 4 1 0 0 0 0 0 63
72 2 Female 1 0 FALSE White 4 5 1 0 0 0 0 72
56 3 Female 2 0 TRUE White 4 5 0 0 0 0 0 56
69 3 Female 2 0 TRUE White 4 1 1 0 0 0 0 69
69 3 Female 3 0 TRUE Black 4 1 0 0 69 0 0 0
69 1 Female 3 0 FALSE White 4 5 1 0 0 0 0 69
95 1 Female 9 0 FALSE White 4 1 1 0 0 0 0 95
56 2 Female 2 0 FALSE White 4 5 1 0 0 0 0 56
75 2 Male 2 0 TRUE White 4 4 1 0 0 0 0 75
82 3 Female 2 0 FALSE White 4 1 1 0 0 0 0 82
65 2 Male 2 0 FALSE Other 4 4 1 0 0 0 65 0
68 1 Male 2 0 TRUE White 4 4 1 0 0 0 0 68
