age DEMOGRAPHICS...GENDER Q4..Number.of.People.in.HH Q5..Children.in.HH Q18..College.Degree Q19.20..Race...Ethnicity week trump_approve_score Social.Distancing.Adherence
76 Male 1 0 FALSE Black 2 1 0
68 Female 2 0 TRUE White 2 1 0
77 Male 2 0 FALSE White 2 4 0
66 Male 1 0 FALSE Other 2 2 0
67 Female 2 0 TRUE White 2 5 1
82 Female 4 3 FALSE Black 2 1 1
50 Female 4 1 FALSE White 2 1 1
72 Female 1 0 TRUE Black 2 1 1
61 Female 1 0 FALSE White 2 5 1
49 Female 7 2 TRUE White 2 5 1
83 Male 1 0 TRUE White 2 2 0
64 Female 2 0 FALSE Black 2 1 1
77 Male 3 1 TRUE White 2 2 1
78 Female 5 3 TRUE Black 2 1 1
80 Female 1 0 FALSE White 2 1 1
84 Female 2 0 FALSE White 2 3 1
57 Male 2 0 FALSE White 2 5 1
49 Female 5 1 TRUE Black 2 1 1
77 Male 2 0 TRUE Black 2 1 0
66 Female 3 3 FALSE Black 2 1 0
57 Male 4 1 FALSE White 2 5 1
64 Female 1 0 TRUE Black 2 1 1
74 Male 2 0 FALSE White 2 3 0
46 Female 2 0 TRUE White 2 2 1
78 Male 1 0 FALSE White 2 5 0
71 Male 1 0 FALSE White 2 5 0
35 Female 3 2 FALSE Black 2 1 1
43 Female 5 1 FALSE Black 2 2 1
55 Male 3 0 TRUE White 2 2 1
47 Male 4 1 TRUE White 2 5 1
62 Male 2 0 TRUE White 2 1 0
63 Female 4 1 TRUE Black 2 1 1
89 Male 2 0 TRUE White 2 2 0
66 Female 2 0 FALSE Black 2 5 1
89 Female 1 0 FALSE White 2 1 0
48 Female 4 1 TRUE White 2 5 0
63 Female 9 3 TRUE Black 2 1 1
92 Female 1 0 TRUE White 2 3 0
82 Female 1 0 TRUE White 2 2 1
92 Male 1 0 TRUE White 2 5 0
78 Male 2 0 FALSE White 2 5 0
90 Male 1 0 FALSE White 2 5 1
75 Male 4 0 FALSE Black 2 1 0
49 Male 4 1 TRUE White 2 5 1
59 Male 2 0 FALSE White 2 5 1
53 Female 4 1 FALSE White 2 1 1
85 Female 1 0 TRUE Black 2 1 0
85 Female 2 0 FALSE White 2 5 1
65 Male 2 0 TRUE White 2 5 0
18 Male 6 3 TRUE White 2 3 0
57 Male 1 0 FALSE White 2 5 1
50 Female 3 0 TRUE White 2 2 0
93 Male 2 1 FALSE White 2 1 0
81 Female 1 0 TRUE White 2 1 1
88 Female 5 0 FALSE Black 2 1 1
58 Male 1 0 FALSE White 2 2 1
50 Female 5 1 FALSE White 2 1 0
78 Female 2 0 FALSE White 2 4 0
44 Female 5 0 FALSE White 2 3 0
73 Male 1 0 TRUE Black 2 1 1
80 Female 2 0 FALSE White 2 2 1
67 Male 2 0 FALSE White 2 5 1
73 Female 2 0 TRUE Black 2 1 1
58 Female 2 0 TRUE White 2 5 1
53 Male 4 1 TRUE White 2 3 0
84 Female 2 0 FALSE White 2 5 1
74 Female 2 0 TRUE White 2 2 0
74 Female 2 0 TRUE White 2 5 0
57 Male 2 3 FALSE White 2 5 1
82 Male 2 0 FALSE White 2 5 1
65 Male 2 0 TRUE White 2 4 1
62 Female 1 0 FALSE Black 2 3 1
75 Female 1 0 FALSE White 2 1 1
72 Female 2 0 FALSE Black 2 1 0
46 Female 4 2 TRUE White 2 1 1
48 Female 4 0 TRUE Black 2 1 1
81 Female 2 0 FALSE Black 2 1 0
76 Female 1 0 TRUE Black 2 1 0
78 Female 2 0 FALSE Black 2 1 1
79 Male 2 0 FALSE White 2 1 1
34 Female 1 0 TRUE White 2 1 1
33 Female 9 3 FALSE White 2 3 1
67 Female 3 0 FALSE White 2 5 1
19 Male 7 3 FALSE Hispanic.Latino 2 3 1
61 Female 3 0 TRUE Black 2 1 1
66 Female 4 0 FALSE White 2 5 1
76 Female 1 0 TRUE White 2 3 0
75 Female 3 0 FALSE White 2 5 1
85 Male 2 0 FALSE White 2 1 0
48 Female 3 3 FALSE Black 2 1 0
70 Female 4 0 FALSE White 2 1 1
70 Male 2 0 FALSE White 2 5 1
69 Female 2 0 FALSE White 2 4 1
66 Male 3 0 FALSE White 2 3 1
80 Female 2 0 TRUE White 2 4 0
79 Female 1 0 FALSE White 2 1 0
81 Female 4 0 FALSE White 2 4 1
64 Female 4 0 FALSE Black 2 1 0
60 Female 1 0 FALSE Black 2 5 1
65 Male 4 0 FALSE White 2 5 0
59 Male 3 1 TRUE Black 2 1 1
54 Female 4 0 FALSE White 2 1 0
63 Male 2 0 FALSE White 2 5 1
89 Male 2 0 TRUE White 2 3 1
77 Male 4 0 FALSE White 2 5 0
60 Male 2 0 FALSE White 2 3 0
78 Male 3 0 FALSE White 2 5 1
80 Male 5 1 FALSE White 2 4 1
51 Female 2 0 FALSE White 2 5 0
60 Female 2 0 FALSE Black 2 3 1
71 Male 2 0 FALSE Black 2 1 1
66 Male 4 0 FALSE White 2 5 0
48 Female 3 1 FALSE Black 2 1 0
75 Male 2 0 FALSE White 2 4 1
46 Female 2 0 FALSE White 2 4 1
84 Male 1 0 FALSE Black 2 1 0
56 Female 2 0 TRUE White 2 1 1
62 Female 3 1 TRUE Black 2 1 1
57 Female 3 0 FALSE Black 2 1 0
84 Male 4 0 FALSE White 2 5 0
71 Female 1 0 FALSE White 2 5 1
83 Female 1 0 FALSE White 2 5 0
47 Male 5 0 TRUE White 2 5 0
81 Female 1 0 FALSE White 2 5 0
60 Male 3 0 TRUE White 2 1 1
88 Female 2 0 FALSE White 2 5 1
68 Male 4 1 FALSE White 2 1 0
86 Female 4 1 FALSE Other 2 1 1
74 Female 1 0 FALSE White 2 1 1
65 Female 2 0 FALSE White 2 3 1
89 Female 2 0 TRUE White 2 1 1
74 Female 2 0 FALSE White 2 5 0
81 Female 3 0 TRUE Other 2 3 1
69 Female 2 0 TRUE White 2 5 1
70 Female 1 0 TRUE Other 2 1 0
41 Female 4 1 FALSE White 2 1 1
56 Female 2 0 TRUE Black 2 1 1
75 Female 2 0 FALSE White 2 5 0
75 Female 1 0 TRUE White 2 1 0
72 Female 3 3 FALSE White 2 2 1
66 Female 3 0 TRUE White 2 5 1
84 Male 9 0 TRUE White 2 4 1
52 Male 5 1 TRUE White 2 3 1
82 Male 3 0 FALSE White 2 5 1
80 Female 1 0 FALSE White 2 5 0
64 Male 1 0 TRUE Black 2 1 0
88 Female 2 0 TRUE Black 2 1 0
84 Male 3 0 FALSE White 2 5 1
60 Male 2 0 TRUE White 2 5 1
68 Female 1 0 TRUE White 2 1 1
61 Female 1 0 FALSE White 2 5 0
78 Female 1 0 FALSE Black 2 1 1
84 Female 2 0 FALSE White 2 5 1
75 Female 1 0 FALSE White 2 1 1
77 Female 1 0 FALSE White 2 5 0
76 Male 2 0 TRUE White 2 5 1
94 Male 2 0 TRUE Black 2 1 1
67 Female 3 2 FALSE White 2 3 1
51 Female 2 0 TRUE Asian 2 1 1
55 Female 3 2 TRUE White 2 3 1
66 Male 2 0 FALSE Black 2 1 0
49 Male 6 0 FALSE Black 2 2 1
69 Female 2 0 FALSE Black 2 1 0
84 Male 2 0 TRUE White 2 3 0
64 Female 3 0 FALSE Black 2 1 0
43 Female 4 2 TRUE White 2 5 1
69 Female 2 0 FALSE Black 2 1 0
62 Female 2 0 FALSE White 2 5 1
79 Female 2 0 FALSE Black 2 2 1
77 Male 3 0 FALSE White 2 4 0
50 Female 4 0 FALSE Black 2 1 0
61 Female 2 0 TRUE White 2 5 0
46 Female 5 1 FALSE White 2 1 0
72 Female 2 0 FALSE White 2 4 1
81 Female 2 0 FALSE White 2 5 1
72 Female 4 0 TRUE Black 2 1 1
57 Male 2 0 TRUE White 2 5 1
80 Female 2 0 TRUE White 2 1 0
38 Female 4 2 TRUE White 2 2 1
45 Male 4 2 TRUE Hispanic.Latino 2 4 1
88 Male 3 0 FALSE White 2 4 1
61 Female 3 0 FALSE White 2 5 1
72 Female 2 0 FALSE White 2 2 1
65 Male 2 0 FALSE White 2 5 1
67 Male 3 0 FALSE White 2 3 0
51 Female 4 1 TRUE Black 2 1 1
54 Male 4 3 TRUE Black 2 5 0
51 Female 2 0 FALSE Other 2 2 1
72 Female 2 0 FALSE White 2 1 1
74 Male 1 0 FALSE Black 2 1 1
89 Female 1 0 FALSE White 2 1 1
43 Female 4 2 TRUE White 2 5 1
84 Female 1 0 TRUE White 2 1 0
64 Male 2 0 TRUE White 2 5 1
64 Female 2 0 FALSE Black 2 1 1
63 Female 3 0 TRUE White 2 1 1
89 Male 1 0 FALSE White 2 5 1
76 Male 2 0 FALSE White 2 5 1
74 Female 1 0 TRUE White 2 1 1
80 Female 1 0 TRUE White 2 5 1
66 Female 3 0 TRUE Black 2 1 0
75 Female 2 0 FALSE White 2 1 1
56 Female 1 0 FALSE Black 2 1 1
47 Female 3 0 FALSE White 2 2 1
60 Female 2 0 FALSE White 2 5 1
21 Male 1 1 TRUE White 2 5 0
60 Female 2 0 FALSE White 2 4 1
72 Female 2 0 FALSE Black 2 1 1
56 Male 9 3 TRUE White 2 5 1
65 Female 2 0 TRUE White 2 5 1
45 Female 2 0 TRUE White 2 1 1
73 Female 2 0 FALSE White 2 2 1
72 Female 1 0 FALSE White 2 5 0
80 Female 2 0 TRUE White 2 1 0
99 Female 8 3 TRUE Hispanic.Latino 2 1 0
71 Female 2 0 FALSE White 2 5 0
35 Male 4 0 FALSE Black 2 2 1
66 Female 2 0 FALSE White 2 1 1
51 Male 4 2 TRUE White 2 1 1
59 Female 2 0 TRUE Black 2 1 1
66 Female 2 0 FALSE White 2 5 0
73 Male 1 0 FALSE White 2 1 0
56 Male 2 0 FALSE White 2 2 1
44 Female 5 0 TRUE White 2 5 0
75 Female 2 0 FALSE White 2 5 1
82 Female 2 0 FALSE White 2 5 1
79 Female 1 0 FALSE White 2 1 1
75 Female 1 0 FALSE Black 2 5 1
82 Male 2 0 FALSE White 2 3 1
80 Female 1 0 FALSE White 2 5 0
52 Female 3 1 FALSE Black 2 2 0
79 Male 3 1 FALSE White 2 4 1
82 Female 3 0 FALSE White 2 3 0
63 Female 2 0 FALSE White 2 5 1
77 Female 1 0 FALSE Black 2 1 1
84 Male 2 0 FALSE White 2 3 0
69 Female 3 1 FALSE Black 2 5 1
59 Female 3 0 TRUE White 2 5 1
79 Male 5 0 TRUE Black 2 3 0
85 Male 4 0 TRUE White 2 3 1
67 Female 2 0 TRUE White 2 1 1
90 Female 2 3 FALSE White 2 1 0
71 Female 1 0 TRUE White 2 4 0
80 Female 9 0 FALSE Black 2 1 1
75 Male 2 0 TRUE White 2 4 1
87 Female 2 0 FALSE White 2 5 1
78 Female 2 0 TRUE White 2 5 0
45 Female 9 3 TRUE White 2 5 0
88 Female 2 0 FALSE White 2 5 1
79 Male 2 0 TRUE White 2 5 1
83 Female 2 0 FALSE White 2 2 1
53 Female 5 1 TRUE White 2 1 1
57 Female 2 1 FALSE Other 2 5 0
53 Male 3 0 FALSE White 2 5 0
73 Female 2 0 FALSE Black 2 1 0
80 Female 1 0 FALSE Black 2 3 0
68 Male 2 0 FALSE White 2 5 1
68 Female 1 0 TRUE Black 2 1 1
73 Male 2 0 FALSE White 2 5 1
82 Female 1 0 FALSE White 2 2 1
77 Female 4 1 FALSE Black 2 1 0
91 Male 1 0 FALSE White 2 2 0
92 Male 1 0 FALSE White 2 1 0
62 Female 2 0 FALSE White 2 1 1
52 Female 2 1 FALSE Black 2 5 1
74 Male 3 0 TRUE White 2 4 0
66 Female 3 0 TRUE White 2 5 1
66 Female 2 0 TRUE White 2 5 1
64 Female 3 0 FALSE White 2 5 0
74 Female 2 0 TRUE Hispanic.Latino 2 1 1
69 Female 3 0 FALSE White 2 1 1
75 Male 2 0 FALSE Black 2 1 0
71 Male 2 0 TRUE White 2 1 1
75 Female 2 0 TRUE White 2 1 0
78 Male 2 0 TRUE White 2 1 1
67 Female 2 0 FALSE Black 2 1 1
65 Female 2 0 FALSE White 2 5 0
80 Female 2 0 FALSE White 2 5 1
60 Female 4 0 FALSE Black 2 1 0
78 Female 2 0 FALSE Black 2 1 1
76 Female 2 0 FALSE Black 2 1 0
75 Male 5 0 FALSE White 2 4 1
84 Male 2 0 TRUE White 2 5 0
77 Female 4 0 TRUE Black 2 1 1
52 Female 3 0 TRUE White 2 3 1
59 Female 1 0 FALSE Black 2 5 0
61 Male 1 0 FALSE Other 2 5 1
74 Female 2 0 TRUE White 2 5 1
70 Female 2 0 FALSE White 2 2 0
70 Female 2 0 FALSE White 2 1 1
86 Male 1 0 FALSE White 2 1 0
58 Male 1 0 TRUE White 2 4 0
47 Female 3 0 FALSE White 2 3 1
57 Male 4 1 TRUE White 2 4 1
85 Female 1 0 FALSE White 2 5 0
81 Female 2 0 TRUE White 2 5 0
84 Female 2 0 FALSE White 2 5 1
75 Male 4 0 FALSE White 2 5 0
73 Female 1 0 FALSE White 2 2 1
59 Female 3 0 FALSE Black 2 1 0
70 Male 2 0 FALSE White 2 5 1
47 Female 6 3 TRUE White 2 3 1
81 Female 2 0 FALSE Black 2 1 0
74 Female 2 0 FALSE Black 2 1 1
62 Female 2 0 FALSE White 2 4 0
84 Male 1 0 FALSE White 2 3 1
69 Female 2 3 FALSE White 2 5 1
50 Male 5 0 FALSE White 2 4 0
85 Female 2 0 FALSE White 2 1 0
76 Female 1 0 TRUE White 2 5 0
27 Female 1 0 FALSE White 2 5 1
75 Female 3 1 FALSE Other 2 4 0
78 Female 9 1 FALSE Black 2 1 0
20 Female 2 2 FALSE Other 2 1 0
93 Female 3 0 TRUE White 2 5 0
64 Male 1 0 FALSE White 2 4 1
65 Female 2 0 TRUE Black 2 1 1
93 Female 2 0 FALSE White 2 5 1
81 Female 2 0 TRUE Black 2 1 1
70 Female 3 0 FALSE White 2 1 0
63 Female 2 0 TRUE White 2 3 0
70 Female 3 0 FALSE Black 2 1 0
77 Female 2 0 TRUE White 2 3 1
52 Female 4 0 TRUE White 2 5 1
53 Female 4 0 FALSE Black 2 1 1
85 Female 3 0 FALSE White 2 5 0
70 Female 1 0 FALSE Black 2 2 1
57 Male 2 0 TRUE White 2 4 1
45 Male 3 2 FALSE Black 2 3 1
72 Male 2 0 FALSE White 2 5 1
77 Female 2 0 FALSE White 2 2 1
72 Male 2 0 TRUE White 2 1 1
88 Female 3 0 TRUE White 2 5 0
59 Female 3 0 TRUE White 2 3 0
83 Female 2 0 FALSE Black 2 1 1
68 Female 2 0 FALSE White 2 5 1
65 Female 3 0 FALSE White 2 2 1
50 Female 2 0 FALSE Black 2 1 0
73 Female 1 0 FALSE White 2 4 1
60 Male 2 0 FALSE White 2 5 0
62 Female 4 0 FALSE White 2 5 1
37 Male 4 2 TRUE White 2 4 0
50 Female 2 0 TRUE White 2 3 1
56 Female 3 0 FALSE White 2 5 1
39 Male 5 3 TRUE White 2 3 0
48 Male 3 0 FALSE White 2 5 0
67 Female 3 2 FALSE White 2 5 1
63 Female 1 0 TRUE Black 2 1 1
81 Female 2 0 TRUE White 2 1 1
70 Female 1 0 TRUE Black 2 1 0
65 Female 2 0 FALSE White 2 2 1
71 Female 1 0 TRUE Black 2 1 1
71 Female 2 0 FALSE White 2 4 0
84 Female 1 0 TRUE White 2 4 1
62 Female 2 0 FALSE White 2 1 1
66 Female 2 0 TRUE Black 2 1 0
78 Male 2 0 TRUE White 2 1 0
74 Female 1 0 FALSE White 2 5 1
64 Female 2 0 TRUE Asian 2 1 1
61 Male 2 0 TRUE Asian 2 5 1
73 Female 1 0 FALSE White 2 4 0
67 Female 2 0 FALSE Black 2 1 1
82 Female 1 0 FALSE White 2 4 1
73 Female 1 0 FALSE White 2 1 0
68 Female 2 0 TRUE Black 2 1 0
85 Male 4 0 TRUE Hispanic.Latino 2 5 1
99 Female 8 3 FALSE White 2 4 1
65 Female 2 0 TRUE White 2 5 0
62 Male 1 0 FALSE White 2 5 1
75 Male 6 3 FALSE Black 2 1 1
57 Female 2 0 TRUE Other 2 2 1
72 Female 1 0 FALSE White 2 1 1
72 Female 2 0 TRUE White 2 5 0
87 Female 1 0 FALSE White 2 4 1
74 Female 1 0 FALSE White 2 2 1
70 Male 4 0 FALSE Black 2 1 1
80 Male 3 0 FALSE White 2 5 1
51 Male 3 0 TRUE White 2 5 1
63 Male 1 0 TRUE White 2 1 1
85 Female 1 0 TRUE White 2 3 0
54 Female 3 1 TRUE White 2 1 0
59 Male 1 0 TRUE White 2 5 0
72 Male 2 0 TRUE White 2 1 1
91 Female 2 0 FALSE White 2 2 0
66 Female 3 0 FALSE Black 2 1 1
85 Female 2 0 TRUE White 2 1 0
59 Female 2 0 FALSE White 2 5 1
82 Female 2 0 FALSE Black 2 1 1
63 Female 3 0 FALSE White 2 3 1
69 Male 2 0 TRUE White 2 4 1
52 Male 4 1 TRUE White 2 5 0
62 Male 2 0 TRUE Black 2 1 1
59 Male 4 2 TRUE White 2 4 1
58 Male 4 0 FALSE White 2 2 1
75 Female 2 0 FALSE Black 2 1 0
67 Female 4 0 FALSE White 2 5 0
78 Female 2 0 FALSE White 2 1 1
59 Female 2 0 FALSE Black 2 1 0
79 Female 3 1 FALSE Black 2 1 0
30 Male 4 2 TRUE White 2 3 0
33 Female 4 2 TRUE White 2 3 1
47 Male 5 1 FALSE White 2 5 0
77 Male 2 0 FALSE White 2 3 1
67 Male 2 0 FALSE Black 2 1 1
78 Male 1 0 FALSE White 2 1 1
65 Male 1 0 FALSE White 2 1 1
36 Male 3 1 TRUE White 2 5 0
46 Male 4 2 TRUE White 2 5 0
36 Female 4 3 TRUE Black 2 1 1
75 Female 1 0 TRUE White 2 3 0
35 Female 7 3 FALSE Black 2 1 1
36 Female 1 0 TRUE Asian 2 1 1
39 Male 9 3 FALSE White 2 2 0
37 Female 4 3 FALSE White 2 2 0
31 Female 2 0 TRUE White 2 3 1
63 Male 1 0 FALSE Black 2 5 1
25 Female 4 1 FALSE Black 2 1 1
43 Female 5 3 FALSE Black 2 1 1
57 Male 1 1 FALSE White 2 2 1
59 Female 2 0 FALSE Black 2 1 1
59 Male 4 1 FALSE White 2 5 1
32 Female 4 2 FALSE White 2 4 0
28 Male 5 3 FALSE White 2 5 1
56 Male 3 0 TRUE White 2 1 1
36 Male 4 2 FALSE White 2 4 1
32 Female 5 0 TRUE Black 2 5 1
50 Female 4 2 FALSE White 2 3 1
38 Female 7 2 TRUE White 2 1 1
27 Female 6 2 FALSE White 2 4 1
33 Female 3 2 TRUE Black 2 1 1
39 Female 4 2 TRUE White 2 3 1
47 Female 4 1 FALSE White 2 2 1
66 Female 3 1 TRUE Other 2 1 1
46 Male 1 0 FALSE Black 2 4 1
42 Male 3 0 TRUE Black 2 1 1
84 Female 2 0 FALSE White 2 4 1
26 Male 2 0 TRUE White 2 1 1
35 Male 4 2 FALSE White 2 5 1
59 Male 3 0 FALSE White 2 5 1
27 Male 2 0 FALSE White 2 4 1
42 Female 1 0 TRUE White 2 5 0
53 Female 1 0 TRUE White 2 3 1
25 Male 3 0 TRUE White 2 2 1
65 Male 2 0 FALSE White 2 1 0
26 Male 2 0 TRUE White 2 5 0
33 Male 2 0 TRUE White 2 3 0
33 Female 6 3 FALSE White 2 1 0
82 Female 1 0 FALSE White 2 2 0
35 Male 9 0 TRUE White 2 2 0
75 Male 1 0 TRUE White 2 4 0
35 Male 3 0 FALSE White 2 5 1
31 Female 4 2 TRUE White 2 4 1
28 Female 2 0 TRUE White 2 1 0
34 Female 4 2 TRUE White 2 4 0
30 Female 2 2 FALSE Black 2 1 1
43 Female 3 1 TRUE White 2 3 1
41 Male 4 0 TRUE White 2 3 1
36 Male 1 0 TRUE Hispanic.Latino 2 2 0
38 Female 1 0 TRUE White 2 4 1
46 Male 7 3 TRUE White 2 5 1
20 Male 4 0 FALSE Asian 2 1 1
67 Male 4 0 FALSE Black 2 1 1
47 Female 4 2 FALSE White 2 3 1
41 Female 4 1 TRUE Black 2 1 0
62 Male 2 0 FALSE White 2 5 0
84 Male 2 0 TRUE White 2 4 1
38 Male 3 0 TRUE White 2 4 1
55 Male 3 1 FALSE White 2 5 1
41 Female 4 2 TRUE White 2 5 1
26 Female 2 0 FALSE White 2 1 0
29 Male 1 0 TRUE White 2 5 1
25 Female 4 2 FALSE White 2 4 0
80 Female 3 0 TRUE Black 2 1 1
31 Female 2 0 TRUE Black 2 1 1
42 Female 7 3 FALSE Hispanic.Latino 2 2 1
26 Female 3 1 TRUE White 2 4 0
52 Male 2 0 FALSE White 2 2 1
88 Female 2 1 FALSE Black 2 1 1
46 Female 7 3 TRUE White 2 4 1
60 Male 6 2 TRUE White 2 1 1
18 Female 6 3 FALSE White 2 5 0
54 Male 3 0 TRUE White 2 2 1
53 Female 3 0 FALSE White 2 1 1
21 Female 5 0 TRUE Hispanic.Latino 2 2 1
25 Female 1 0 TRUE Hispanic.Latino 2 1 0
40 Female 4 2 TRUE White 2 5 0
36 Male 4 3 TRUE White 2 2 1
60 Male 1 0 TRUE White 2 1 1
51 Male 5 0 TRUE White 2 4 1
48 Male 3 1 TRUE White 2 3 1
32 Male 4 2 TRUE White 2 3 1
45 Male 1 0 FALSE White 2 3 1
46 Male 6 2 TRUE Black 2 3 1
38 Male 4 2 FALSE White 2 4 1
65 Female 3 0 TRUE White 2 2 1
58 Male 2 0 TRUE White 2 5 1
64 Female 2 0 FALSE White 2 3 1
28 Female 1 0 TRUE Hispanic.Latino 2 2 1
31 Male 6 2 FALSE White 2 4 1
36 Male 3 1 FALSE White 2 5 0
30 Female 2 0 TRUE White 2 5 1
51 Male 9 3 TRUE Other 2 1 1
57 Female 4 0 FALSE White 2 1 1
28 Female 8 2 FALSE White 2 1 1
37 Male 2 0 FALSE White 2 3 1
54 Male 4 0 TRUE White 2 2 1
61 Male 1 0 FALSE White 2 5 1
30 Male 2 0 FALSE White 2 4 0
36 Female 6 2 FALSE White 2 1 1
47 Male 4 1 TRUE White 2 1 1
39 Female 6 3 TRUE White 2 3 1
29 Female 2 0 TRUE White 2 2 1
25 Female 4 2 FALSE Hispanic.Latino 2 2 0
37 Male 2 0 TRUE White 2 3 1
34 Male 5 3 TRUE White 2 5 1
30 Male 2 0 TRUE Other 2 3 1
32 Male 1 0 TRUE White 2 4 1
26 Male 3 0 TRUE White 2 3 1
32 Male 8 3 TRUE White 2 3 1
36 Male 5 3 TRUE Black 2 5 1
58 Female 3 0 FALSE Black 2 5 1
27 Male 4 0 FALSE Black 2 3 0
38 Female 4 2 TRUE White 2 5 1
33 Male 3 0 FALSE White 2 3 1
40 Female 4 1 FALSE White 2 1 1
38 Female 5 3 FALSE Hispanic.Latino 2 5 1
90 Female 2 0 FALSE White 2 5 1
46 Male 3 0 FALSE White 2 5 1
31 Female 5 3 FALSE White 2 2 1
29 Female 5 3 FALSE Other 2 4 1
49 Female 6 3 FALSE White 2 1 0
28 Female 9 1 FALSE White 2 1 0
33 Male 5 3 FALSE Black 2 5 1
66 Male 2 0 TRUE White 2 2 1
81 Male 2 0 FALSE White 2 4 1
56 Male 9 3 TRUE White 2 5 1
31 Female 4 2 TRUE Black 2 1 0
39 Male 4 3 TRUE White 2 5 0
19 Male 1 0 FALSE Hispanic.Latino 2 2 1
63 Female 1 0 FALSE Black 2 3 1
45 Male 4 1 FALSE White 2 2 0
61 Male 5 1 TRUE White 2 2 1
60 Male 2 1 FALSE White 2 2 1
18 Male 3 0 TRUE Other 2 3 0
40 Female 3 0 FALSE White 2 3 1
26 Female 1 0 FALSE Black 2 1 1
72 Female 1 0 TRUE White 2 5 1
46 Female 3 0 TRUE White 2 1 1
44 Male 3 1 TRUE White 2 1 1
24 Male 5 2 FALSE White 2 4 0
71 Female 2 0 FALSE White 2 5 0
50 Male 2 0 TRUE Black 2 1 1
50 Male 5 1 FALSE Black 2 5 1
41 Male 4 2 TRUE White 2 1 0
56 Male 3 2 TRUE White 2 3 1
42 Female 3 1 FALSE Black 2 2 0
52 Male 4 0 TRUE White 2 5 1
39 Male 4 2 TRUE White 2 5 1
47 Male 4 2 TRUE White 2 4 1
33 Female 2 0 TRUE White 2 3 1
45 Female 2 0 FALSE White 2 4 0
65 Male 2 0 FALSE Black 2 1 0
32 Male 2 0 FALSE White 2 3 1
22 Female 4 0 FALSE White 2 1 1
65 Female 5 3 TRUE White 2 5 0
36 Female 2 0 TRUE Black 2 1 1
76 Female 2 0 TRUE White 2 1 1
42 Male 1 0 FALSE White 2 2 1
39 Female 2 1 TRUE Other 2 1 1
87 Male 3 0 TRUE White 2 1 1
35 Male 5 1 TRUE Hispanic.Latino 2 5 1
65 Female 2 0 TRUE Hispanic.Latino 2 5 0
65 Male 3 0 TRUE Asian 2 1 1
40 Female 3 1 TRUE Black 2 1 1
81 Male 2 0 FALSE Other 2 4 1
56 Male 4 0 TRUE Asian 2 4 1
63 Female 1 0 TRUE White 2 5 1
35 Female 6 3 FALSE White 2 1 1
46 Male 4 2 TRUE White 2 5 1
48 Female 2 1 TRUE White 2 1 1
50 Male 4 2 TRUE White 2 1 1
56 Male 2 0 FALSE Black 2 1 1
45 Female 1 0 TRUE White 2 4 1
30 Female 1 0 TRUE White 2 5 1
24 Female 2 0 TRUE Hispanic.Latino 2 4 1
31 Male 7 3 TRUE Other 2 3 0
28 Female 4 0 TRUE Black 2 5 1
29 Female 1 0 TRUE White 2 5 0
41 Female 3 2 FALSE White 2 4 1
76 Female 2 0 FALSE Black 2 5 1
64 Female 1 0 FALSE Black 2 1 0
28 Male 2 0 FALSE White 2 4 0
50 Female 2 0 FALSE Hispanic.Latino 2 2 0
20 Male 1 0 FALSE White 2 4 1
23 Female 3 0 TRUE Black 2 1 1
44 Male 3 1 TRUE White 2 4 1
45 Male 4 2 TRUE Other 2 1 1
42 Male 4 2 TRUE White 2 1 1
35 Female 4 1 FALSE White 2 2 1
30 Female 2 0 TRUE White 2 5 1
66 Female 2 0 TRUE Black 2 1 0
30 Male 2 0 TRUE White 2 1 1
84 Male 2 0 FALSE White 2 5 1
28 Male 4 2 FALSE White 2 3 1
47 Female 2 0 TRUE White 2 5 1
70 Female 2 0 TRUE White 2 1 1
44 Male 3 0 FALSE Black 2 2 0
70 Male 2 0 FALSE White 2 1 1
33 Male 3 0 FALSE Other 2 1 0
33 Female 3 2 TRUE Black 2 4 1
34 Female 4 2 FALSE White 2 3 1
47 Male 5 2 TRUE Black 2 1 1
42 Male 3 1 FALSE White 2 3 0
34 Male 3 1 TRUE White 2 5 1
28 Female 1 1 FALSE Asian 2 2 1
75 Male 4 0 TRUE Asian 2 1 1
35 Male 6 3 FALSE Other 2 4 1
43 Female 4 2 TRUE White 2 1 0
69 Male 2 0 TRUE White 2 3 1
35 Female 4 2 FALSE White 2 5 1
65 Male 9 2 FALSE White 2 5 0
61 Female 3 0 TRUE Black 2 1 1
25 Male 3 0 TRUE White 2 4 1
46 Female 5 0 FALSE Hispanic.Latino 2 2 0
31 Male 1 0 TRUE Black 2 1 0
46 Male 3 1 FALSE White 2 4 1
41 Female 4 2 TRUE White 2 2 1
65 Male 1 0 TRUE White 2 5 1
22 Female 4 3 TRUE Black 2 1 0
31 Male 4 2 TRUE White 2 5 1
18 Female 3 0 FALSE Black 2 3 1
66 Male 2 0 FALSE White 2 4 1
35 Male 4 2 FALSE White 2 3 1
30 Male 2 0 TRUE White 2 4 1
49 Female 5 0 FALSE Black 2 1 1
28 Female 3 1 TRUE White 2 5 0
68 Female 2 0 FALSE White 2 5 1
50 Female 4 1 TRUE White 2 5 1
63 Female 1 0 FALSE White 2 5 1
58 Female 2 0 FALSE Black 2 1 1
34 Female 4 2 TRUE White 2 5 1
34 Female 4 2 FALSE Black 2 1 0
56 Female 1 0 TRUE White 2 1 1
53 Female 1 0 TRUE White 2 1 1
41 Male 1 0 TRUE Black 2 2 0
38 Male 2 0 TRUE White 2 5 0
